ma_giao_dich,ma_khach_hang,ma_san_pham,ma_cua_hang,so_luong,don_gia,so_tien_giam_gia,phi_van_chuyen,khoa_ngay,ma_thanh_toan
TX0007511231212002,CUS0007511,SYSN10006309,SH7083471,2,241000,210700,0,20231212,2
TX0007511231223003,CUS0007511,SYSN10001941,SH1220268,2,436100,0,0,20231223,5
TX0007512230218000,CUS0007512,SYSN10006397,SH3056200,2,136200,54500,0,20230218,6
TX0007512231129001,CUS0007512,SYSN10000438,SH3913368,2,64600,0,30000,20231129,5
TX0007513240515000,CUS0007513,SYSN10003392,SH3395719,2,218200,0,20000,20240515,4
TX0007513240704001,CUS0007513,SYSN10003102,SH4987189,2,160300,48100,0,20240704,5
TX0007513240708002,CUS0007513,SYSN10001016,SH9714808,1,261400,52300,15000,20240708,5
TX0007513241106003,CUS0007513,SYSN10006181,SH4779785,1,259000,51800,30000,20241106,5
TX0007513241216004,CUS0007513,SYSN10001540,SH7079798,1,117600,5900,0,20241216,5
TX0007513251128005,CUS0007513,SYSN10005141,SH3366658,1,108600,21700,0,20251128,6
TX0007514250212000,CUS0007514,SYSN10002455,SH2459729,2,665400,0,20000,20250212,6
TX0007514250324001,CUS0007514,SYSN10001582,SH2071693,4,766100,0,20000,20250324,2
TX0007514250406002,CUS0007514,SYSN10005895,SH1218422,1,601300,90200,30000,20250406,2
TX0007514250507003,CUS0007514,SYSN10004896,SH5549059,2,678500,0,15000,20250507,2
TX0007514250806004,CUS0007514,SYSN10004125,SH1556646,2,627400,62700,30000,20250806,1
TX0007514250811005,CUS0007514,SYSN10001394,SH9773624,2,481900,0,0,20250811,2
TX0007514250909006,CUS0007514,SYSN10000348,SH6562484,2,406700,206400,0,20250909,2
TX0007514251011007,CUS0007514,SYSN10005690,SH5532049,1,800700,0,30000,20251011,1
TX0007514251111008,CUS0007514,SYSN10003244,SH1836164,5,604000,1178100,15000,20251111,3
TX0007515231207000,CUS0007515,SYSN10006560,SH4122380,1,102600,5100,0,20231207,3
TX0007515231208001,CUS0007515,SYSN10001818,SH5425545,2,243000,72900,0,20231208,4
TX0007516250121000,CUS0007516,SYSN10002260,SH5848200,3,60400,27200,15000,20250121,3
TX0007516250427001,CUS0007516,SYSN10004162,SH5916190,1,96400,0,30000,20250427,2
TX0007517250117000,CUS0007517,SYSN10001766,SH3756401,2,401700,0,0,20250117,6
TX0007517250211001,CUS0007517,SYSN10007990,SH8172078,2,340600,102200,0,20250211,2
TX0007517250308002,CUS0007517,SYSN10001524,SH5739034,2,342900,253500,0,20250308,6
TX0007517250410003,CUS0007517,SYSN10001181,SH7338067,2,313100,0,0,20250410,2
TX0007517251101004,CUS0007517,SYSN10007025,SH9781093,2,950900,95100,0,20251101,1
TX0007518240421000,CUS0007518,SYSN10002765,SH5746706,1,119000,11900,20000,20240421,1
TX0007518240908001,CUS0007518,SYSN10002602,SH5723052,2,87000,77400,15000,20240908,6
TX0007519250813000,CUS0007519,SYSN10007635,SH7976146,1,297900,0,0,20250813,5
TX0007519250828001,CUS0007519,SYSN10004096,SH7652146,2,141700,0,0,20250828,1
TX0007519251107002,CUS0007519,SYSN10006784,SH6334268,1,141600,0,20000,20251107,1
TX0007519251110003,CUS0007519,SYSN10005272,SH5669680,2,71700,55400,0,20251110,5
TX0007519251217005,CUS0007519,SYSN10004331,SH4547699,1,284500,0,0,20251217,2
TX0007520231211000,CUS0007520,SYSN10007894,SH1945973,1,30500,13600,0,20231211,4
TX0007520231212001,CUS0007520,SYSN10002372,SH5358288,1,53200,20100,20000,20231212,1
TX0007521231008000,CUS0007521,SYSN10006254,SH9328682,1,119700,6000,20000,20231008,6
TX0007521231015001,CUS0007521,SYSN10005012,SH5707191,1,199200,0,15000,20231015,4
TX0007522250404000,CUS0007522,SYSN10006917,SH2986047,1,78100,3900,15000,20250404,5
TX0007522251010001,CUS0007522,SYSN10006295,SH6542159,1,99900,34300,20000,20251010,6
TX0007523250526000,CUS0007523,SYSN10000680,SH4908850,1,190200,0,20000,20250526,6
TX0007523250829001,CUS0007523,SYSN10001581,SH1579384,1,217800,32700,15000,20250829,6
TX0007523251014002,CUS0007523,SYSN10004986,SH7207171,3,202000,0,30000,20251014,4
TX0007524250317000,CUS0007524,SYSN10000855,SH6687145,1,230600,46100,0,20250317,5
TX0007524251010001,CUS0007524,SYSN10005267,SH4121790,1,122500,55800,30000,20251010,4
TX0007524251216002,CUS0007524,SYSN10001129,SH5052611,1,169700,0,0,20251216,4
TX0007525250421000,CUS0007525,SYSN10004440,SH4813029,2,339200,101700,0,20250421,2
TX0007525250428001,CUS0007525,SYSN10004644,SH9733740,2,372300,0,20000,20250428,2
TX0007525250514002,CUS0007525,SYSN10004747,SH5419989,2,407100,0,15000,20250514,4
TX0007525250708003,CUS0007525,SYSN10003480,SH9255362,1,537000,0,20000,20250708,2
TX0007525250913004,CUS0007525,SYSN10001813,SH9260690,1,336100,33600,0,20250913,4
TX0007526220619000,CUS0007526,SYSN10007130,SH2063628,1,226600,45300,30000,20220619,5
TX0007526221023001,CUS0007526,SYSN10003038,SH6622443,2,82700,33100,0,20221023,4
TX0007526230812002,CUS0007526,SYSN10001608,SH3756096,1,98300,4900,0,20230812,2
TX0007527231203000,CUS0007527,SYSN10005024,SH3934441,1,372000,18600,0,20231203,1
TX0007527231208001,CUS0007527,SYSN10007663,SH8141807,3,296600,0,0,20231208,4
TX0007527231211002,CUS0007527,SYSN10003899,SH5148887,1,207000,59500,15000,20231211,4
TX0007527231219003,CUS0007527,SYSN10001933,SH5662904,1,676600,0,15000,20231219,2
TX0007528250408000,CUS0007528,SYSN10006583,SH1122968,1,455000,0,20000,20250408,5
TX0007528250613001,CUS0007528,SYSN10001784,SH7366035,1,160200,0,0,20250613,6
TX0007528251114002,CUS0007528,SYSN10006795,SH3293630,2,144800,0,0,20251114,4
TX0007529250610000,CUS0007529,SYSN10004993,SH9740376,2,365200,0,0,20250610,2
TX0007529250614001,CUS0007529,SYSN10007753,SH5834948,1,426700,0,15000,20250614,2
TX0007529250630002,CUS0007529,SYSN10003415,SH4264201,3,441400,261800,15000,20250630,5
TX0007529250708003,CUS0007529,SYSN10007220,SH6834893,1,321600,32200,30000,20250708,4
TX0007529250716004,CUS0007529,SYSN10004003,SH6223433,2,328400,0,15000,20250716,4
TX0007529250727006,CUS0007529,SYSN10003430,SH3438025,1,604500,0,0,20250727,6
TX0007529250728007,CUS0007529,SYSN10001727,SH9110494,3,684400,0,30000,20250728,2
TX0007529250802008,CUS0007529,SYSN10007662,SH9448755,2,373300,0,0,20250802,4
TX0007529250807009,CUS0007529,SYSN10002105,SH5252448,1,303700,0,0,20250807,6
TX0007529250809010,CUS0007529,SYSN10001710,SH9603094,1,348700,17400,30000,20250809,5
TX0007529250809011,CUS0007529,SYSN10002068,SH7527429,1,498600,0,30000,20250809,5
TX0007529250905013,CUS0007529,SYSN10001744,SH8050191,2,444600,0,20000,20250905,4
TX0007529250911014,CUS0007529,SYSN10000272,SH3223098,1,306700,46000,0,20250911,5
TX0007529250914015,CUS0007529,SYSN10002692,SH6414076,1,530100,53000,30000,20250914,2
TX0007529250928016,CUS0007529,SYSN10005531,SH9532665,2,657600,0,0,20250928,6
TX0007529251017017,CUS0007529,SYSN10003509,SH8239257,2,326300,130500,20000,20251017,4
TX0007529251017018,CUS0007529,SYSN10004683,SH9123408,1,438000,43800,15000,20251017,1
TX0007529251021019,CUS0007529,SYSN10004722,SH6031648,1,334300,66900,30000,20251021,6
TX0007529251025020,CUS0007529,SYSN10002223,SH6310532,2,392600,117800,20000,20251025,5
TX0007529251030021,CUS0007529,SYSN10006393,SH5060278,3,612200,183700,0,20251030,6
TX0007529251111023,CUS0007529,SYSN10003611,SH6795611,3,920400,983800,15000,20251111,4
TX0007529251206025,CUS0007529,SYSN10007224,SH4673269,3,415200,124600,0,20251206,1
TX0007529251214026,CUS0007529,SYSN10003777,SH3249897,3,419700,0,15000,20251214,4
TX0007529251216027,CUS0007529,SYSN10007046,SH1025762,1,520300,0,30000,20251216,4
TX0007530230721000,CUS0007530,SYSN10005668,SH9842520,1,126600,0,0,20230721,1
TX0007530231208001,CUS0007530,SYSN10004070,SH8811985,1,122500,0,0,20231208,6
TX0007530240420003,CUS0007530,SYSN10006871,SH9381447,1,337400,0,30000,20240420,5
TX0007530241112004,CUS0007530,SYSN10003080,SH1688743,3,226400,0,0,20241112,4
TX0007530250628005,CUS0007530,SYSN10002847,SH3416225,1,185900,0,0,20250628,2
TX0007531240516000,CUS0007531,SYSN10006892,SH6846412,1,524000,0,30000,20240516,1
TX0007531240519001,CUS0007531,SYSN10000574,SH8419054,2,533300,0,0,20240519,2
TX0007531240731003,CUS0007531,SYSN10000895,SH5194038,2,510500,0,0,20240731,6
TX0007531240802004,CUS0007531,SYSN10004896,SH5549059,4,677800,271100,0,20240802,1
TX0007531240805005,CUS0007531,SYSN10007694,SH1517524,2,524100,0,0,20240805,1
TX0007531240827006,CUS0007531,SYSN10007971,SH4757576,2,539100,0,0,20240827,4
TX0007531241025007,CUS0007531,SYSN10006892,SH6846412,1,537800,26900,0,20241025,3
TX0007531241103008,CUS0007531,SYSN10005154,SH2637387,2,726200,0,0,20241103,4
TX0007531241108009,CUS0007531,SYSN10000895,SH5194038,4,545400,0,15000,20241108,2
TX0007531241111010,CUS0007531,SYSN10004401,SH8494985,3,398500,280400,30000,20241111,3
TX0007531241114011,CUS0007531,SYSN10007333,SH2674678,1,529100,26500,0,20241114,2
TX0007531241125012,CUS0007531,SYSN10006892,SH6846412,1,533500,0,15000,20241125,3
TX0007531241201013,CUS0007531,SYSN10002688,SH6417440,1,493400,49300,0,20241201,2
TX0007531241209014,CUS0007531,SYSN10002702,SH7447495,1,781900,0,0,20241209,6
TX0007531241212015,CUS0007531,SYSN10005415,SH4422298,2,353300,313000,15000,20241212,5
TX0007531241216016,CUS0007531,SYSN10007899,SH5090716,2,631600,189500,0,20241216,1
TX0007532250505000,CUS0007532,SYSN10004632,SH3884191,1,85600,0,0,20250505,2
TX0007532250714001,CUS0007532,SYSN10000358,SH3189251,1,194700,0,0,20250714,2
TX0007532251113002,CUS0007532,SYSN10003283,SH8294423,1,180400,18000,0,20251113,4
TX0007533250507000,CUS0007533,SYSN10006284,SH6436196,1,117100,17600,20000,20250507,5
TX0007533250706001,CUS0007533,SYSN10000263,SH8986040,1,120100,0,0,20250706,2
TX0007534240307000,CUS0007534,SYSN10001417,SH4338417,1,200800,20100,0,20240307,6
TX0007534240421001,CUS0007534,SYSN10004015,SH4375409,1,190800,57200,20000,20240421,2
TX0007534240819002,CUS0007534,SYSN10004371,SH4806913,1,373400,74700,0,20240819,6
TX0007534241112004,CUS0007534,SYSN10007249,SH1815148,1,188400,28300,0,20241112,6
TX0007534241118005,CUS0007534,SYSN10000109,SH1822825,1,181400,9100,20000,20241118,1
TX0007534250127006,CUS0007534,SYSN10004218,SH5437029,1,192800,57800,15000,20250127,4
TX0007534250302007,CUS0007534,SYSN10001195,SH5532781,1,288200,14400,30000,20250302,6
TX0007534250713008,CUS0007534,SYSN10004721,SH4486442,1,429300,0,0,20250713,6
TX0007534250721009,CUS0007534,SYSN10002482,SH9446593,1,102500,10200,20000,20250721,4
TX0007534251106010,CUS0007534,SYSN10007268,SH5082131,1,164600,0,20000,20251106,2
TX0007534251223011,CUS0007534,SYSN10005431,SH1961232,1,134600,13500,30000,20251223,5
TX0007535241006001,CUS0007535,SYSN10002798,SH6777282,1,51500,0,30000,20241006,6
TX0007535241219002,CUS0007535,SYSN10005357,SH5218973,1,70000,7000,0,20241219,2
TX0007536240515000,CUS0007536,SYSN10006502,SH1444807,1,337300,16900,0,20240515,5
TX0007536241010001,CUS0007536,SYSN10007921,SH9525435,4,426100,589800,0,20241010,1
TX0007536241101002,CUS0007536,SYSN10004633,SH7395968,3,444300,133300,0,20241101,5
TX0007536241111003,CUS0007536,SYSN10001944,SH4346962,1,219000,100900,20000,20241111,6
TX0007536241125004,CUS0007536,SYSN10003734,SH9307322,2,396800,0,0,20241125,6
TX0007536241130006,CUS0007536,SYSN10002889,SH5426997,2,432000,0,15000,20241130,4
TX0007536241130007,CUS0007536,SYSN10002963,SH1927615,2,332300,132900,0,20241130,2
TX0007536241130008,CUS0007536,SYSN10004185,SH2734376,1,327900,0,0,20241130,4
TX0007536241228009,CUS0007536,SYSN10002349,SH7829372,1,668000,33400,0,20241228,5
TX0007537241212002,CUS0007537,SYSN10004425,SH8949482,2,130500,70000,20000,20241212,2
TX0007537241220003,CUS0007537,SYSN10005644,SH9215334,1,497100,149100,20000,20241220,2
TX0007537241225004,CUS0007537,SYSN10000935,SH6482325,1,214900,40900,15000,20241225,4
TX0007538250115000,CUS0007538,SYSN10000706,SH4475340,1,144800,7200,20000,20250115,2
TX0007538250423001,CUS0007538,SYSN10006437,SH1032500,1,206600,31000,15000,20250423,4
TX0007538250824002,CUS0007538,SYSN10003971,SH3075233,1,107800,10800,20000,20250824,2
TX0007539230302000,CUS0007539,SYSN10000152,SH2414808,1,342800,0,0,20230302,4
TX0007539230712001,CUS0007539,SYSN10004431,SH5487172,2,518700,51900,0,20230712,4
TX0007539230925002,CUS0007539,SYSN10004996,SH1716485,2,304800,0,0,20230925,2
TX0007539231225003,CUS0007539,SYSN10007620,SH8993431,3,335000,502000,20000,20231225,2
TX0007539240227004,CUS0007539,SYSN10001672,SH9873352,1,417300,20900,15000,20240227,2
TX0007539240604005,CUS0007539,SYSN10000230,SH3570027,2,309400,0,15000,20240604,2
TX0007539240906006,CUS0007539,SYSN10001582,SH2071693,2,727100,72700,20000,20240906,5
TX0007539240920007,CUS0007539,SYSN10001860,SH6492735,1,504200,0,30000,20240920,2
TX0007539241228008,CUS0007539,SYSN10005540,SH2469295,1,419300,0,0,20241228,2
TX0007539250127009,CUS0007539,SYSN10004615,SH8065653,2,432900,0,0,20250127,4
TX0007539250205010,CUS0007539,SYSN10000904,SH7001942,3,968800,0,0,20250205,5
TX0007539250628011,CUS0007539,SYSN10007604,SH7539483,2,371000,0,30000,20250628,2
TX0007539250831012,CUS0007539,SYSN10002098,SH9046216,4,432300,0,0,20250831,4
TX0007539251107013,CUS0007539,SYSN10001860,SH6492735,1,538500,0,0,20251107,2
TX0007540231110000,CUS0007540,SYSN10007263,SH9405347,1,26700,10900,15000,20231110,2
TX0007540240919001,CUS0007540,SYSN10003667,SH3071361,2,69600,13900,30000,20240919,6
TX0007540241220002,CUS0007540,SYSN10000491,SH9088689,3,196400,117800,30000,20241220,2
TX0007541231207000,CUS0007541,SYSN10004380,SH3397048,1,166300,16600,0,20231207,6
TX0007541231212001,CUS0007541,SYSN10001414,SH4355347,2,263000,151000,0,20231212,6
TX0007541231225002,CUS0007541,SYSN10000020,SH6543670,1,279600,97100,0,20231225,4
TX0007542250324000,CUS0007542,SYSN10002603,SH7531196,1,213200,21300,15000,20250324,2
TX0007542251111001,CUS0007542,SYSN10001781,SH7233398,1,124300,31600,0,20251111,6
TX0007543231204000,CUS0007543,SYSN10003669,SH7694402,2,179200,17900,15000,20231204,1
TX0007543231212001,CUS0007543,SYSN10003945,SH1671929,1,170100,57200,30000,20231212,2
TX0007543231221002,CUS0007543,SYSN10001690,SH1372876,2,113600,0,30000,20231221,2
TX0007544241106000,CUS0007544,SYSN10004634,SH1904717,1,110500,5500,0,20241106,6
TX0007544241111001,CUS0007544,SYSN10003506,SH8118545,2,123100,81100,0,20241111,5
TX0007544241214002,CUS0007544,SYSN10005437,SH2614602,1,103000,10300,20000,20241214,6
TX0007545231023000,CUS0007545,SYSN10000686,SH7310431,2,566200,0,15000,20231023,4
TX0007545231030001,CUS0007545,SYSN10004593,SH4353703,2,478000,95600,0,20231030,1
TX0007545231107002,CUS0007545,SYSN10002932,SH3380326,1,317600,0,20000,20231107,2
TX0007545231111003,CUS0007545,SYSN10003115,SH6408592,2,335600,271100,0,20231111,4
TX0007546231121001,CUS0007546,SYSN10006049,SH9831303,1,100200,0,0,20231121,6
TX0007546240128002,CUS0007546,SYSN10004826,SH4915525,3,131100,0,0,20240128,5
TX0007547230123000,CUS0007547,SYSN10001840,SH3410015,1,154800,0,20000,20230123,3
TX0007547230306001,CUS0007547,SYSN10007615,SH1468843,1,153600,0,20000,20230306,4
TX0007547231221003,CUS0007547,SYSN10000834,SH4685993,2,134200,53700,30000,20231221,6
TX0007547241030004,CUS0007547,SYSN10005141,SH3366658,1,112900,16900,0,20241030,4
TX0007548250507000,CUS0007548,SYSN10005183,SH1733970,3,512000,0,15000,20250507,5
TX0007548250511001,CUS0007548,SYSN10004431,SH5487172,1,512900,25600,15000,20250511,1
TX0007548250514002,CUS0007548,SYSN10003774,SH2931538,2,822900,164600,0,20250514,2
TX0007548250613003,CUS0007548,SYSN10006889,SH4133354,1,915800,183200,15000,20250613,3
TX0007548250630004,CUS0007548,SYSN10000571,SH3187332,1,474500,208200,0,20250630,3
TX0007548250815005,CUS0007548,SYSN10003431,SH6438342,3,685600,0,0,20250815,2
TX0007548250821006,CUS0007548,SYSN10002702,SH7447495,4,785100,0,20000,20250821,4
TX0007548250909007,CUS0007548,SYSN10002143,SH9130904,5,575900,680100,0,20250909,5
TX0007548251011008,CUS0007548,SYSN10003932,SH2463709,3,650900,0,0,20251011,6
TX0007548251011009,CUS0007548,SYSN10004883,SH1512005,2,853200,170600,30000,20251011,6
TX0007549231024000,CUS0007549,SYSN10003353,SH6054719,2,237800,23800,0,20231024,2
TX0007549231121001,CUS0007549,SYSN10003650,SH3592071,1,215100,32300,30000,20231121,1
TX0007550231209000,CUS0007550,SYSN10006584,SH9289747,1,203800,10200,0,20231209,4
TX0007550231213001,CUS0007550,SYSN10005083,SH9652230,1,96600,14500,0,20231213,6
TX0007551250905000,CUS0007551,SYSN10003570,SH2735432,1,133800,13400,15000,20250905,6
TX0007551251106001,CUS0007551,SYSN10006436,SH9644379,1,65500,9800,0,20251106,5
TX0007552240908000,CUS0007552,SYSN10007841,SH9734983,1,125100,24900,0,20240908,2
TX0007552241118001,CUS0007552,SYSN10000908,SH2759055,1,207000,10400,0,20241118,5
TX0007552241211002,CUS0007552,SYSN10000159,SH7320310,2,55100,29600,30000,20241211,4
TX0007553250327000,CUS0007553,SYSN10001772,SH9939702,1,117900,0,0,20250327,2
TX0007553250406001,CUS0007553,SYSN10006857,SH2807187,3,170700,25600,15000,20250406,6
TX0007553250627002,CUS0007553,SYSN10006685,SH9238063,1,229500,11500,20000,20250627,5
TX0007553250727004,CUS0007553,SYSN10001764,SH3802428,1,125500,0,0,20250727,6
TX0007553250809005,CUS0007553,SYSN10007364,SH9972513,3,250400,0,0,20250809,4
TX0007553250825006,CUS0007553,SYSN10003776,SH6910559,1,112800,0,0,20250825,6
TX0007553250830007,CUS0007553,SYSN10002661,SH6650270,1,103500,0,20000,20250830,4
TX0007553250902008,CUS0007553,SYSN10002466,SH8159756,1,301800,0,0,20250902,4
TX0007553251003010,CUS0007553,SYSN10004626,SH4739582,1,251100,0,0,20251003,1
TX0007553251111011,CUS0007553,SYSN10006013,SH3831396,3,109000,64000,15000,20251111,2
TX0007554230808000,CUS0007554,SYSN10007224,SH4673269,2,348700,226500,30000,20230808,2
TX0007554230914001,CUS0007554,SYSN10000277,SH6528792,4,387200,77400,0,20230914,5
TX0007554231212003,CUS0007554,SYSN10003649,SH4576858,2,464900,195300,15000,20231212,5
TX0007554240606004,CUS0007554,SYSN10000134,SH1440466,2,351500,140600,15000,20240606,5
TX0007554241125005,CUS0007554,SYSN10004742,SH1519061,1,478000,0,0,20241125,2
TX0007554250122006,CUS0007554,SYSN10004593,SH4353703,1,491700,0,0,20250122,4
TX0007554250212007,CUS0007554,SYSN10003652,SH7217607,1,326900,65400,0,20250212,2
TX0007554250709008,CUS0007554,SYSN10004224,SH4833760,2,396000,79200,0,20250709,2
TX0007554250804009,CUS0007554,SYSN10004735,SH8737204,3,569000,256100,0,20250804,2
TX0007554250813010,CUS0007554,SYSN10004523,SH9878202,2,400600,0,30000,20250813,5
TX0007554250822011,CUS0007554,SYSN10002211,SH7613627,1,356900,0,15000,20250822,6
TX0007554251128012,CUS0007554,SYSN10004981,SH8534286,2,367900,0,15000,20251128,4
TX0007555250108000,CUS0007555,SYSN10004291,SH8588663,2,209500,0,0,20250108,2
TX0007555250331001,CUS0007555,SYSN10007128,SH8457880,2,100600,0,0,20250331,2
TX0007556220911001,CUS0007556,SYSN10006703,SH5400778,1,317200,0,0,20220911,6
TX0007556230403002,CUS0007556,SYSN10001387,SH8379665,1,308700,15400,0,20230403,4
TX0007556230607003,CUS0007556,SYSN10003839,SH6077709,2,468500,93700,20000,20230607,5
TX0007557250625001,CUS0007557,SYSN10006713,SH6320140,1,633100,31700,0,20250625,5
TX0007557250706002,CUS0007557,SYSN10006916,SH7183674,2,611200,0,30000,20250706,3
TX0007557250909004,CUS0007557,SYSN10006943,SH6583896,3,634800,450900,20000,20250909,2
TX0007557251010005,CUS0007557,SYSN10004701,SH2435321,2,397900,252700,0,20251010,4
TX0007557251010006,CUS0007557,SYSN10000686,SH7310431,1,466300,119700,20000,20251010,1
TX0007557251111007,CUS0007557,SYSN10000348,SH6562484,2,337400,129900,20000,20251111,2
TX0007557251126008,CUS0007557,SYSN10000289,SH5092180,3,644500,290000,30000,20251126,3
TX0007558250402000,CUS0007558,SYSN10005397,SH7769570,1,511500,0,0,20250402,5
TX0007558250708001,CUS0007558,SYSN10003317,SH8565186,2,679700,271900,0,20250708,1
TX0007558251112002,CUS0007558,SYSN10000571,SH3187332,1,582000,58200,20000,20251112,2
TX0007558251121003,CUS0007558,SYSN10007815,SH9398699,2,593600,178100,20000,20251121,5
TX0007558251228004,CUS0007558,SYSN10001413,SH3252923,1,368500,18400,0,20251228,2
TX0007559231116001,CUS0007559,SYSN10002721,SH7341293,1,210600,0,0,20231116,4
TX0007559240613002,CUS0007559,SYSN10006609,SH6020258,2,454600,45500,15000,20240613,6
TX0007559240901003,CUS0007559,SYSN10002610,SH6476037,1,132000,0,0,20240901,4
TX0007559241103004,CUS0007559,SYSN10004209,SH1975973,1,185900,0,15000,20241103,4
TX0007560240831000,CUS0007560,SYSN10000564,SH3322104,1,72300,10800,0,20240831,6
TX0007560241108001,CUS0007560,SYSN10000486,SH5755579,1,149200,14900,20000,20241108,2
TX0007560250707002,CUS0007560,SYSN10000872,SH8331935,1,133600,0,20000,20250707,6
TX0007560251014003,CUS0007560,SYSN10002970,SH5119360,1,92400,0,15000,20251014,4
TX0007560251222004,CUS0007560,SYSN10005750,SH6585147,1,114400,17200,0,20251222,1
TX0007561251007000,CUS0007561,SYSN10007499,SH3624423,1,133600,20000,15000,20251007,5
TX0007561251015001,CUS0007561,SYSN10005554,SH8587744,3,181200,27200,0,20251015,2
TX0007561251110002,CUS0007561,SYSN10000163,SH9062973,2,165300,162000,0,20251110,6
TX0007561251119003,CUS0007561,SYSN10004955,SH4668256,1,231900,11600,15000,20251119,6
TX0007561251212004,CUS0007561,SYSN10000410,SH4161264,1,98500,45700,0,20251212,2
TX0007562250927000,CUS0007562,SYSN10001376,SH7532030,1,194600,0,30000,20250927,4
TX0007562251211002,CUS0007562,SYSN10007795,SH5107782,4,386200,539700,0,20251211,6
TX0007563241229000,CUS0007563,SYSN10003788,SH6974725,2,101700,40700,0,20241229,4
TX0007563250415001,CUS0007563,SYSN10006563,SH5988998,1,131900,19800,20000,20250415,2
TX0007563250716002,CUS0007563,SYSN10006435,SH9524370,1,67600,0,20000,20250716,4
TX0007564240104000,CUS0007564,SYSN10004224,SH4833760,2,414500,41400,30000,20240104,2
TX0007564240207001,CUS0007564,SYSN10005024,SH3934441,1,367300,36700,0,20240207,2
TX0007564240229002,CUS0007564,SYSN10002096,SH8892760,1,480600,0,20000,20240229,5
TX0007564240930003,CUS0007564,SYSN10005861,SH7265486,1,306500,0,0,20240930,3
TX0007564241101004,CUS0007564,SYSN10003415,SH4264201,3,545800,0,0,20241101,2
TX0007564241111005,CUS0007564,SYSN10007243,SH9778875,1,258700,120700,20000,20241111,2
TX0007564241128006,CUS0007564,SYSN10004125,SH1556646,3,658900,296500,20000,20241128,6
TX0007564241214007,CUS0007564,SYSN10007065,SH2145697,1,416400,0,0,20241214,4
TX0007564241217008,CUS0007564,SYSN10006980,SH4550264,1,480600,0,0,20241217,2
TX0007564250114009,CUS0007564,SYSN10007228,SH8581822,4,335100,0,15000,20250114,2
TX0007564250402010,CUS0007564,SYSN10007098,SH2893323,2,317300,0,20000,20250402,1
TX0007564250721012,CUS0007564,SYSN10006668,SH5691660,2,312700,62500,0,20250721,1
TX0007564251211013,CUS0007564,SYSN10006305,SH9622958,3,230400,318700,0,20251211,6
TX0007565220913000,CUS0007565,SYSN10006892,SH6846412,3,521600,312900,0,20220913,6
TX0007565221130001,CUS0007565,SYSN10000270,SH7376562,1,927600,185500,20000,20221130,5
TX0007565221219002,CUS0007565,SYSN10006885,SH2383336,2,1033700,0,0,20221219,5
TX0007565221223003,CUS0007565,SYSN10002702,SH7447495,2,750100,0,20000,20221223,4
TX0007565230210004,CUS0007565,SYSN10002692,SH6414076,2,530100,0,20000,20230210,2
TX0007565230308005,CUS0007565,SYSN10002663,SH9899410,2,605500,591300,30000,20230308,5
TX0007565230314006,CUS0007565,SYSN10005154,SH2637387,4,716000,143200,15000,20230314,1
TX0007565230322007,CUS0007565,SYSN10000649,SH9417612,1,715100,0,0,20230322,2
TX0007565230420008,CUS0007565,SYSN10004254,SH6742901,2,483200,0,0,20230420,2
TX0007565231110009,CUS0007565,SYSN10004979,SH2080897,3,470000,640400,0,20231110,2
TX0007565231219010,CUS0007565,SYSN10004883,SH1512005,2,831900,332700,0,20231219,6
TX0007565240203011,CUS0007565,SYSN10003224,SH1060841,1,634400,126900,0,20240203,2
TX0007565240311012,CUS0007565,SYSN10002139,SH3147879,1,624600,62500,15000,20240311,4
TX0007565240705013,CUS0007565,SYSN10002876,SH9110583,2,633400,0,30000,20240705,5
TX0007565240804014,CUS0007565,SYSN10002096,SH8892760,2,508100,50800,15000,20240804,2
TX0007565241106015,CUS0007565,SYSN10000132,SH8095702,1,619100,92900,0,20241106,5
TX0007565241111016,CUS0007565,SYSN10007330,SH9332170,3,554800,504100,20000,20241111,6
TX0007565241111017,CUS0007565,SYSN10000574,SH8419054,1,353700,83300,20000,20241111,6
TX0007565241127018,CUS0007565,SYSN10006885,SH2383336,1,1084600,108500,0,20241127,1
TX0007565250212019,CUS0007565,SYSN10006885,SH2383336,1,1102600,220500,0,20250212,1
TX0007565250423020,CUS0007565,SYSN10002487,SH1213278,3,504100,0,30000,20250423,5
TX0007565250524021,CUS0007565,SYSN10006292,SH1010284,2,506000,0,0,20250524,6
TX0007565250527022,CUS0007565,SYSN10000895,SH5194038,1,526100,0,0,20250527,4
TX0007565250630023,CUS0007565,SYSN10003309,SH2859994,2,571100,441400,0,20250630,5
TX0007565250812024,CUS0007565,SYSN10001345,SH4719408,5,563700,563700,30000,20250812,4
TX0007565251116025,CUS0007565,SYSN10004431,SH5487172,1,517000,0,30000,20251116,2
TX0007565251130026,CUS0007565,SYSN10005292,SH1331305,2,542100,162600,30000,20251130,2
TX0007566241029000,CUS0007566,SYSN10004401,SH8494985,1,552100,82800,15000,20241029,6
TX0007566241104001,CUS0007566,SYSN10005925,SH5519410,2,520900,0,0,20241104,5
TX0007566241111002,CUS0007566,SYSN10006885,SH2383336,4,705900,571800,15000,20241111,2
TX0007566241203003,CUS0007566,SYSN10002672,SH6241357,3,507200,152200,15000,20241203,1
TX0007566241212004,CUS0007566,SYSN10000895,SH5194038,1,362100,134200,15000,20241212,5
TX0007566241212005,CUS0007566,SYSN10002732,SH7859493,3,587000,736700,0,20241212,6
