ma_snapshot,ma_san_pham,gia_tai_ngay,ton_kho_tai_ngay,ban_luy_ke,ban_trong_ngay_uoc_tinh,khoa_ngay
SNAPSYSN1000087920251019,SYSN10000879,409200,492,948,0,20251019
SNAPSYSN1000087920251020,SYSN10000879,401500,489,951,3,20251020
SNAPSYSN1000087920251021,SYSN10000879,402600,492,951,0,20251021
SNAPSYSN1000087920251022,SYSN10000879,388500,492,951,0,20251022
SNAPSYSN1000087920251023,SYSN10000879,403600,491,952,1,20251023
SNAPSYSN1000087920251024,SYSN10000879,411600,492,952,0,20251024
SNAPSYSN1000087920251025,SYSN10000879,391500,492,952,0,20251025
SNAPSYSN1000087920251026,SYSN10000879,399800,492,952,0,20251026
SNAPSYSN1000087920251027,SYSN10000879,404100,492,952,0,20251027
SNAPSYSN1000087920251028,SYSN10000879,393400,490,954,2,20251028
SNAPSYSN1000087920251029,SYSN10000879,406000,492,954,0,20251029
SNAPSYSN1000087920251030,SYSN10000879,402200,491,955,1,20251030
SNAPSYSN1000087920251031,SYSN10000879,414400,491,956,1,20251031
SNAPSYSN1000087920251101,SYSN10000879,407100,492,956,0,20251101
SNAPSYSN1000087920251102,SYSN10000879,410600,492,956,0,20251102
SNAPSYSN1000087920251103,SYSN10000879,407900,491,957,1,20251103
SNAPSYSN1000087920251104,SYSN10000879,394500,492,957,0,20251104
SNAPSYSN1000087920251105,SYSN10000879,397100,491,958,1,20251105
SNAPSYSN1000087920251106,SYSN10000879,391500,492,958,0,20251106
SNAPSYSN1000087920251107,SYSN10000879,390400,492,958,0,20251107
SNAPSYSN1000087920251108,SYSN10000879,410000,492,958,0,20251108
SNAPSYSN1000087920251109,SYSN10000879,412500,492,958,0,20251109
SNAPSYSN1000087920251110,SYSN10000879,346000,491,959,1,20251110
SNAPSYSN1000087920251111,SYSN10000879,346000,491,960,1,20251111
SNAPSYSN1000087920251112,SYSN10000879,396500,491,961,1,20251112
SNAPSYSN1000087920251113,SYSN10000879,408800,492,961,0,20251113
SNAPSYSN1000087920251114,SYSN10000879,389100,492,961,0,20251114
SNAPSYSN1000087920251115,SYSN10000879,403100,492,961,0,20251115
SNAPSYSN1000087920251116,SYSN10000879,395900,491,962,1,20251116
SNAPSYSN1000087920251117,SYSN10000879,413600,492,962,0,20251117
SNAPSYSN1000087920251118,SYSN10000879,409300,492,962,0,20251118
SNAPSYSN1000087920251119,SYSN10000879,408700,491,963,1,20251119
SNAPSYSN1000087920251120,SYSN10000879,394800,491,964,1,20251120
SNAPSYSN1000087920251121,SYSN10000879,395900,492,964,0,20251121
SNAPSYSN1000087920251122,SYSN10000879,410000,491,965,1,20251122
SNAPSYSN1000087920251123,SYSN10000879,388600,491,966,1,20251123
SNAPSYSN1000087920251124,SYSN10000879,395200,491,967,1,20251124
SNAPSYSN1000087920251125,SYSN10000879,404000,490,969,2,20251125
SNAPSYSN1000087920251126,SYSN10000879,408200,492,969,0,20251126
SNAPSYSN1000087920251127,SYSN10000879,402600,490,971,2,20251127
SNAPSYSN1000087920251128,SYSN10000879,400800,492,971,0,20251128
SNAPSYSN1000087920251129,SYSN10000879,403600,491,972,1,20251129
SNAPSYSN1000087920251130,SYSN10000879,401200,492,972,0,20251130
SNAPSYSN1000087920251201,SYSN10000879,399600,492,972,0,20251201
SNAPSYSN1000087920251202,SYSN10000879,414000,490,974,2,20251202
SNAPSYSN1000087920251203,SYSN10000879,414900,492,974,0,20251203
SNAPSYSN1000087920251204,SYSN10000879,387600,492,974,0,20251204
SNAPSYSN1000087920251205,SYSN10000879,393700,492,974,0,20251205
SNAPSYSN1000087920251206,SYSN10000879,402300,491,975,1,20251206
SNAPSYSN1000087920251207,SYSN10000879,392500,492,975,0,20251207
SNAPSYSN1000087920251208,SYSN10000879,395900,491,976,1,20251208
SNAPSYSN1000087920251209,SYSN10000879,391800,490,978,2,20251209
SNAPSYSN1000087920251210,SYSN10000879,392500,491,979,1,20251210
SNAPSYSN1000087920251211,SYSN10000879,346000,492,979,0,20251211
SNAPSYSN1000087920251212,SYSN10000879,346000,488,983,4,20251212
SNAPSYSN1000087920251213,SYSN10000879,405700,491,984,1,20251213
SNAPSYSN1000087920251214,SYSN10000879,390600,491,985,1,20251214
SNAPSYSN1000087920251215,SYSN10000879,391900,491,986,1,20251215
SNAPSYSN1000087920251216,SYSN10000879,406200,492,986,0,20251216
SNAPSYSN1000087920251217,SYSN10000879,412100,492,986,0,20251217
SNAPSYSN1000087920251218,SYSN10000879,405600,491,987,1,20251218
SNAPSYSN1000087920251219,SYSN10000879,398800,491,988,1,20251219
SNAPSYSN1000087920251220,SYSN10000879,412200,492,988,0,20251220
SNAPSYSN1000087920251221,SYSN10000879,410700,491,989,1,20251221
SNAPSYSN1000087920251222,SYSN10000879,397500,491,990,1,20251222
SNAPSYSN1000087920251223,SYSN10000879,405900,491,991,1,20251223
SNAPSYSN1000087920251224,SYSN10000879,400300,491,992,1,20251224
SNAPSYSN1000087920251225,SYSN10000879,346000,490,994,2,20251225
SNAPSYSN1000087920251226,SYSN10000879,398600,492,994,0,20251226
SNAPSYSN1000087920251227,SYSN10000879,407500,491,995,1,20251227
SNAPSYSN1000087920251228,SYSN10000879,403300,492,995,0,20251228
SNAPSYSN1000087920251229,SYSN10000879,404800,491,996,1,20251229
SNAPSYSN1000087920251230,SYSN10000879,396600,491,997,1,20251230
SNAPSYSN1000087920251231,SYSN10000879,397800,491,998,1,20251231
SNAPSYSN1000560220251002,SYSN10005602,166400,67,109,0,20251002
SNAPSYSN1000560220251003,SYSN10005602,170300,67,109,0,20251003
SNAPSYSN1000560220251004,SYSN10005602,164600,66,110,1,20251004
SNAPSYSN1000560220251005,SYSN10005602,170100,66,111,1,20251005
SNAPSYSN1000560220251006,SYSN10005602,171600,67,111,0,20251006
SNAPSYSN1000560220251007,SYSN10005602,168800,67,111,0,20251007
SNAPSYSN1000560220251008,SYSN10005602,165200,67,111,0,20251008
SNAPSYSN1000560220251009,SYSN10005602,144500,65,113,2,20251009
SNAPSYSN1000560220251010,SYSN10005602,144500,67,113,0,20251010
SNAPSYSN1000560220251011,SYSN10005602,172500,66,114,1,20251011
SNAPSYSN1000560220251012,SYSN10005602,166400,67,114,0,20251012
SNAPSYSN1000560220251013,SYSN10005602,167900,67,114,0,20251013
SNAPSYSN1000560220251014,SYSN10005602,166600,67,114,0,20251014
SNAPSYSN1000560220251015,SYSN10005602,169100,66,115,1,20251015
SNAPSYSN1000560220251016,SYSN10005602,168800,67,115,0,20251016
SNAPSYSN1000560220251017,SYSN10005602,169600,67,115,0,20251017
SNAPSYSN1000560220251018,SYSN10005602,163000,64,118,3,20251018
SNAPSYSN1000560220251019,SYSN10005602,170100,67,118,0,20251019
SNAPSYSN1000560220251020,SYSN10005602,171000,67,118,0,20251020
SNAPSYSN1000560220251021,SYSN10005602,164900,66,119,1,20251021
SNAPSYSN1000560220251022,SYSN10005602,166600,66,120,1,20251022
SNAPSYSN1000560220251023,SYSN10005602,172100,67,120,0,20251023
SNAPSYSN1000560220251024,SYSN10005602,161600,66,121,1,20251024
SNAPSYSN1000560220251025,SYSN10005602,172000,66,122,1,20251025
SNAPSYSN1000560220251026,SYSN10005602,170700,66,123,1,20251026
SNAPSYSN1000560220251027,SYSN10005602,163600,65,125,2,20251027
SNAPSYSN1000560220251028,SYSN10005602,166900,66,126,1,20251028
SNAPSYSN1000560220251029,SYSN10005602,166300,66,127,1,20251029
SNAPSYSN1000560220251030,SYSN10005602,166400,67,127,0,20251030
SNAPSYSN1000560220251031,SYSN10005602,171700,67,127,0,20251031
SNAPSYSN1000560220251101,SYSN10005602,168600,64,130,3,20251101
SNAPSYSN1000560220251102,SYSN10005602,171600,67,130,0,20251102
SNAPSYSN1000560220251103,SYSN10005602,164100,66,131,1,20251103
SNAPSYSN1000560220251104,SYSN10005602,166000,66,132,1,20251104
SNAPSYSN1000560220251105,SYSN10005602,169800,66,133,1,20251105
SNAPSYSN1000560220251106,SYSN10005602,162800,66,134,1,20251106
SNAPSYSN1000560220251107,SYSN10005602,173000,67,134,0,20251107
SNAPSYSN1000560220251108,SYSN10005602,171400,66,135,1,20251108
SNAPSYSN1000560220251109,SYSN10005602,163000,67,135,0,20251109
SNAPSYSN1000560220251110,SYSN10005602,144500,65,137,2,20251110
SNAPSYSN1000560220251111,SYSN10005602,144500,62,142,5,20251111
SNAPSYSN1000560220251112,SYSN10005602,163300,66,143,1,20251112
SNAPSYSN1000560220251113,SYSN10005602,170800,66,144,1,20251113
SNAPSYSN1000560220251114,SYSN10005602,164200,67,144,0,20251114
SNAPSYSN1000560220251115,SYSN10005602,166400,66,145,1,20251115
SNAPSYSN1000560220251116,SYSN10005602,163000,67,145,0,20251116
SNAPSYSN1000560220251117,SYSN10005602,168300,65,147,2,20251117
SNAPSYSN1000560220251118,SYSN10005602,165400,67,147,0,20251118
SNAPSYSN1000560220251119,SYSN10005602,162500,66,148,1,20251119
SNAPSYSN1000560220251120,SYSN10005602,165900,66,149,1,20251120
SNAPSYSN1000560220251121,SYSN10005602,166900,66,150,1,20251121
SNAPSYSN1000560220251122,SYSN10005602,162900,66,151,1,20251122
SNAPSYSN1000560220251123,SYSN10005602,162600,66,152,1,20251123
SNAPSYSN1000560220251124,SYSN10005602,170100,67,152,0,20251124
SNAPSYSN1000560220251125,SYSN10005602,172700,67,152,0,20251125
SNAPSYSN1000560220251126,SYSN10005602,171500,67,152,0,20251126
SNAPSYSN1000560220251127,SYSN10005602,165500,67,152,0,20251127
SNAPSYSN1000560220251128,SYSN10005602,167500,66,153,1,20251128
SNAPSYSN1000560220251129,SYSN10005602,162500,65,155,2,20251129
SNAPSYSN1000560220251130,SYSN10005602,168700,66,156,1,20251130
SNAPSYSN1000560220251201,SYSN10005602,164200,65,158,2,20251201
SNAPSYSN1000560220251202,SYSN10005602,162400,67,158,0,20251202
SNAPSYSN1000560220251203,SYSN10005602,169300,67,158,0,20251203
SNAPSYSN1000560220251204,SYSN10005602,172300,66,159,1,20251204
SNAPSYSN1000560220251205,SYSN10005602,164700,65,161,2,20251205
SNAPSYSN1000560220251206,SYSN10005602,161600,66,162,1,20251206
SNAPSYSN1000560220251207,SYSN10005602,164200,66,163,1,20251207
SNAPSYSN1000560220251208,SYSN10005602,165200,66,164,1,20251208
SNAPSYSN1000560220251209,SYSN10005602,162200,67,164,0,20251209
SNAPSYSN1000560220251210,SYSN10005602,162000,66,165,1,20251210
SNAPSYSN1000560220251211,SYSN10005602,144500,62,170,5,20251211
SNAPSYSN1000560220251212,SYSN10005602,144500,62,175,5,20251212
SNAPSYSN1000560220251213,SYSN10005602,172000,67,175,0,20251213
SNAPSYSN1000560220251214,SYSN10005602,172300,67,175,0,20251214
SNAPSYSN1000560220251215,SYSN10005602,170500,67,175,0,20251215
SNAPSYSN1000560220251216,SYSN10005602,164500,67,175,0,20251216
SNAPSYSN1000560220251217,SYSN10005602,163100,67,175,0,20251217
SNAPSYSN1000560220251218,SYSN10005602,163300,67,175,0,20251218
SNAPSYSN1000560220251219,SYSN10005602,164800,66,176,1,20251219
SNAPSYSN1000560220251220,SYSN10005602,166000,64,179,3,20251220
SNAPSYSN1000560220251221,SYSN10005602,172500,63,183,4,20251221
SNAPSYSN1000560220251222,SYSN10005602,173200,66,184,1,20251222
SNAPSYSN1000560220251223,SYSN10005602,162800,66,185,1,20251223
SNAPSYSN1000560220251224,SYSN10005602,169800,66,186,1,20251224
SNAPSYSN1000560220251225,SYSN10005602,144500,67,186,0,20251225
SNAPSYSN1000560220251226,SYSN10005602,170400,67,186,0,20251226
SNAPSYSN1000560220251227,SYSN10005602,164300,65,188,2,20251227
SNAPSYSN1000560220251228,SYSN10005602,172600,67,188,0,20251228
SNAPSYSN1000560220251229,SYSN10005602,171700,66,189,1,20251229
SNAPSYSN1000560220251230,SYSN10005602,173100,66,190,1,20251230
SNAPSYSN1000560220251231,SYSN10005602,171700,67,190,0,20251231
SNAPSYSN1000254220251002,SYSN10002542,226300,376,8,0,20251002
SNAPSYSN1000254220251003,SYSN10002542,227200,376,8,0,20251003
SNAPSYSN1000254220251004,SYSN10002542,225500,375,9,1,20251004
SNAPSYSN1000254220251005,SYSN10002542,228000,376,9,0,20251005
SNAPSYSN1000254220251006,SYSN10002542,237100,374,11,2,20251006
SNAPSYSN1000254220251007,SYSN10002542,222800,376,11,0,20251007
SNAPSYSN1000254220251008,SYSN10002542,234900,376,11,0,20251008
SNAPSYSN1000254220251009,SYSN10002542,198000,374,13,2,20251009
SNAPSYSN1000254220251010,SYSN10002542,198000,376,13,0,20251010
SNAPSYSN1000254220251011,SYSN10002542,231000,376,13,0,20251011
SNAPSYSN1000254220251012,SYSN10002542,235000,376,13,0,20251012
SNAPSYSN1000254220251013,SYSN10002542,233100,375,14,1,20251013
SNAPSYSN1000254220251014,SYSN10002542,235000,376,14,0,20251014
SNAPSYSN1000254220251015,SYSN10002542,232200,376,14,0,20251015
SNAPSYSN1000254220251016,SYSN10002542,223000,376,14,0,20251016
SNAPSYSN1000254220251017,SYSN10002542,231700,375,15,1,20251017
SNAPSYSN1000254220251018,SYSN10002542,222000,376,15,0,20251018
SNAPSYSN1000254220251019,SYSN10002542,232800,376,15,0,20251019
SNAPSYSN1000254220251020,SYSN10002542,229000,376,15,0,20251020
SNAPSYSN1000254220251021,SYSN10002542,226300,376,15,0,20251021
SNAPSYSN1000254220251022,SYSN10002542,230200,374,17,2,20251022
SNAPSYSN1000254220251023,SYSN10002542,232400,376,17,0,20251023
SNAPSYSN1000254220251024,SYSN10002542,233000,375,18,1,20251024
SNAPSYSN1000254220251025,SYSN10002542,221900,376,18,0,20251025
SNAPSYSN1000254220251026,SYSN10002542,222100,376,18,0,20251026
SNAPSYSN1000254220251027,SYSN10002542,223400,376,18,0,20251027
SNAPSYSN1000254220251028,SYSN10002542,223800,376,18,0,20251028
SNAPSYSN1000254220251029,SYSN10002542,227000,376,18,0,20251029
SNAPSYSN1000254220251030,SYSN10002542,222400,375,19,1,20251030
SNAPSYSN1000254220251031,SYSN10002542,228400,376,19,0,20251031
SNAPSYSN1000254220251101,SYSN10002542,227400,376,19,0,20251101
SNAPSYSN1000254220251102,SYSN10002542,229400,376,19,0,20251102
SNAPSYSN1000254220251103,SYSN10002542,222600,375,20,1,20251103
SNAPSYSN1000254220251104,SYSN10002542,235800,376,20,0,20251104
SNAPSYSN1000254220251105,SYSN10002542,236200,375,21,1,20251105
SNAPSYSN1000254220251106,SYSN10002542,233000,375,22,1,20251106
SNAPSYSN1000254220251107,SYSN10002542,232200,376,22,0,20251107
SNAPSYSN1000254220251108,SYSN10002542,221800,376,22,0,20251108
SNAPSYSN1000254220251109,SYSN10002542,227800,376,22,0,20251109
SNAPSYSN1000254220251110,SYSN10002542,198000,375,23,1,20251110
SNAPSYSN1000254220251111,SYSN10002542,198000,371,28,5,20251111
SNAPSYSN1000254220251112,SYSN10002542,225000,376,28,0,20251112
SNAPSYSN1000254220251113,SYSN10002542,221600,376,28,0,20251113
SNAPSYSN1000254220251114,SYSN10002542,221400,375,29,1,20251114
SNAPSYSN1000254220251115,SYSN10002542,228300,375,30,1,20251115
SNAPSYSN1000254220251116,SYSN10002542,236000,374,32,2,20251116
SNAPSYSN1000254220251117,SYSN10002542,232100,376,32,0,20251117
SNAPSYSN1000254220251118,SYSN10002542,234400,375,33,1,20251118
SNAPSYSN1000254220251119,SYSN10002542,225600,374,35,2,20251119
SNAPSYSN1000254220251120,SYSN10002542,226700,374,37,2,20251120
SNAPSYSN1000254220251121,SYSN10002542,228200,376,37,0,20251121
SNAPSYSN1000254220251122,SYSN10002542,229800,375,38,1,20251122
SNAPSYSN1000254220251123,SYSN10002542,232600,375,39,1,20251123
SNAPSYSN1000254220251124,SYSN10002542,221700,376,39,0,20251124
SNAPSYSN1000254220251125,SYSN10002542,226200,375,40,1,20251125
SNAPSYSN1000254220251126,SYSN10002542,232000,376,40,0,20251126
SNAPSYSN1000254220251127,SYSN10002542,229900,376,40,0,20251127
SNAPSYSN1000254220251128,SYSN10002542,235400,376,40,0,20251128
SNAPSYSN1000254220251129,SYSN10002542,233100,375,41,1,20251129
SNAPSYSN1000254220251130,SYSN10002542,223600,375,42,1,20251130
SNAPSYSN1000254220251201,SYSN10002542,229700,372,46,4,20251201
SNAPSYSN1000254220251202,SYSN10002542,234100,375,47,1,20251202
SNAPSYSN1000254220251203,SYSN10002542,227700,375,48,1,20251203
SNAPSYSN1000254220251204,SYSN10002542,226400,374,50,2,20251204
SNAPSYSN1000254220251205,SYSN10002542,231000,374,52,2,20251205
SNAPSYSN1000254220251206,SYSN10002542,228400,376,52,0,20251206
SNAPSYSN1000254220251207,SYSN10002542,227600,375,53,1,20251207
SNAPSYSN1000254220251208,SYSN10002542,227300,376,53,0,20251208
SNAPSYSN1000254220251209,SYSN10002542,234000,376,53,0,20251209
SNAPSYSN1000254220251210,SYSN10002542,231300,376,53,0,20251210
SNAPSYSN1000254220251211,SYSN10002542,198000,374,55,2,20251211
SNAPSYSN1000254220251212,SYSN10002542,198000,373,58,3,20251212
SNAPSYSN1000254220251213,SYSN10002542,226200,375,59,1,20251213
SNAPSYSN1000254220251214,SYSN10002542,232900,375,60,1,20251214
SNAPSYSN1000254220251215,SYSN10002542,226000,374,62,2,20251215
SNAPSYSN1000254220251216,SYSN10002542,237200,376,62,0,20251216
SNAPSYSN1000254220251217,SYSN10002542,235900,375,63,1,20251217
SNAPSYSN1000254220251218,SYSN10002542,222000,376,63,0,20251218
SNAPSYSN1000254220251219,SYSN10002542,235800,376,63,0,20251219
SNAPSYSN1000254220251220,SYSN10002542,222500,376,63,0,20251220
SNAPSYSN1000254220251221,SYSN10002542,228100,376,63,0,20251221
SNAPSYSN1000254220251222,SYSN10002542,225200,376,63,0,20251222
SNAPSYSN1000254220251223,SYSN10002542,236500,374,65,2,20251223
SNAPSYSN1000254220251224,SYSN10002542,235000,374,67,2,20251224
SNAPSYSN1000254220251225,SYSN10002542,198000,375,68,1,20251225
SNAPSYSN1000254220251226,SYSN10002542,234400,375,69,1,20251226
SNAPSYSN1000254220251227,SYSN10002542,221700,375,70,1,20251227
SNAPSYSN1000254220251228,SYSN10002542,234900,375,71,1,20251228
SNAPSYSN1000254220251229,SYSN10002542,230200,375,72,1,20251229
SNAPSYSN1000254220251230,SYSN10002542,224200,374,74,2,20251230
SNAPSYSN1000254220251231,SYSN10002542,233700,376,74,0,20251231
SNAPSYSN1000642320251002,SYSN10006423,163200,84,152,0,20251002
SNAPSYSN1000642320251003,SYSN10006423,174000,84,152,0,20251003
SNAPSYSN1000642320251004,SYSN10006423,171100,84,152,0,20251004
SNAPSYSN1000642320251005,SYSN10006423,169900,84,152,0,20251005
SNAPSYSN1000642320251006,SYSN10006423,171000,83,153,1,20251006
SNAPSYSN1000642320251007,SYSN10006423,167300,84,153,0,20251007
SNAPSYSN1000642320251008,SYSN10006423,165300,84,153,0,20251008
SNAPSYSN1000642320251009,SYSN10006423,145400,81,156,3,20251009
SNAPSYSN1000642320251010,SYSN10006423,145400,81,159,3,20251010
SNAPSYSN1000642320251011,SYSN10006423,173700,82,161,2,20251011
SNAPSYSN1000642320251012,SYSN10006423,167200,83,162,1,20251012
SNAPSYSN1000642320251013,SYSN10006423,168400,84,162,0,20251013
SNAPSYSN1000642320251014,SYSN10006423,169000,82,164,2,20251014
SNAPSYSN1000642320251015,SYSN10006423,167800,84,164,0,20251015
SNAPSYSN1000642320251016,SYSN10006423,165700,83,165,1,20251016
SNAPSYSN1000642320251017,SYSN10006423,173100,84,165,0,20251017
SNAPSYSN1000642320251018,SYSN10006423,167800,84,165,0,20251018
SNAPSYSN1000642320251019,SYSN10006423,170000,81,168,3,20251019
SNAPSYSN1000642320251020,SYSN10006423,162900,83,169,1,20251020
SNAPSYSN1000642320251021,SYSN10006423,168500,84,169,0,20251021
SNAPSYSN1000642320251022,SYSN10006423,166100,82,171,2,20251022
SNAPSYSN1000642320251023,SYSN10006423,167800,84,171,0,20251023
SNAPSYSN1000642320251024,SYSN10006423,173600,84,171,0,20251024
SNAPSYSN1000642320251025,SYSN10006423,172400,82,173,2,20251025
SNAPSYSN1000642320251026,SYSN10006423,163400,83,174,1,20251026
SNAPSYSN1000642320251027,SYSN10006423,165300,84,174,0,20251027
SNAPSYSN1000642320251028,SYSN10006423,163500,81,177,3,20251028
SNAPSYSN1000642320251029,SYSN10006423,163800,84,177,0,20251029
SNAPSYSN1000642320251030,SYSN10006423,164800,83,178,1,20251030
SNAPSYSN1000642320251031,SYSN10006423,172100,84,178,0,20251031
SNAPSYSN1000642320251101,SYSN10006423,171300,83,179,1,20251101
SNAPSYSN1000642320251102,SYSN10006423,169700,84,179,0,20251102
SNAPSYSN1000642320251103,SYSN10006423,167800,83,180,1,20251103
SNAPSYSN1000642320251104,SYSN10006423,165800,84,180,0,20251104
SNAPSYSN1000642320251105,SYSN10006423,163000,83,181,1,20251105
SNAPSYSN1000642320251106,SYSN10006423,172900,82,183,2,20251106
SNAPSYSN1000642320251107,SYSN10006423,169500,83,184,1,20251107
SNAPSYSN1000642320251108,SYSN10006423,174400,83,185,1,20251108
SNAPSYSN1000642320251109,SYSN10006423,172000,83,186,1,20251109
SNAPSYSN1000642320251110,SYSN10006423,145400,82,188,2,20251110
SNAPSYSN1000642320251111,SYSN10006423,145400,80,192,4,20251111
SNAPSYSN1000642320251112,SYSN10006423,163600,84,192,0,20251112
SNAPSYSN1000642320251113,SYSN10006423,172200,82,194,2,20251113
SNAPSYSN1000642320251114,SYSN10006423,174400,83,195,1,20251114
SNAPSYSN1000642320251115,SYSN10006423,172500,84,195,0,20251115
SNAPSYSN1000642320251116,SYSN10006423,166800,82,197,2,20251116
SNAPSYSN1000642320251117,SYSN10006423,170200,82,199,2,20251117
SNAPSYSN1000642320251118,SYSN10006423,163900,83,200,1,20251118
SNAPSYSN1000642320251119,SYSN10006423,164600,84,200,0,20251119
SNAPSYSN1000642320251120,SYSN10006423,168300,83,201,1,20251120
SNAPSYSN1000642320251121,SYSN10006423,172900,84,201,0,20251121
SNAPSYSN1000642320251122,SYSN10006423,163400,84,201,0,20251122
SNAPSYSN1000642320251123,SYSN10006423,171900,83,202,1,20251123
SNAPSYSN1000642320251124,SYSN10006423,171700,84,202,0,20251124
SNAPSYSN1000642320251125,SYSN10006423,166500,84,202,0,20251125
SNAPSYSN1000642320251126,SYSN10006423,172500,83,203,1,20251126
SNAPSYSN1000642320251127,SYSN10006423,170300,84,203,0,20251127
SNAPSYSN1000642320251128,SYSN10006423,172000,84,203,0,20251128
SNAPSYSN1000642320251129,SYSN10006423,163400,83,204,1,20251129
SNAPSYSN1000642320251130,SYSN10006423,168000,82,206,2,20251130
SNAPSYSN1000642320251201,SYSN10006423,174300,83,207,1,20251201
SNAPSYSN1000642320251202,SYSN10006423,173300,80,211,4,20251202
SNAPSYSN1000642320251203,SYSN10006423,166700,84,211,0,20251203
SNAPSYSN1000642320251204,SYSN10006423,165200,84,211,0,20251204
SNAPSYSN1000642320251205,SYSN10006423,168500,84,211,0,20251205
SNAPSYSN1000642320251206,SYSN10006423,166800,84,211,0,20251206
SNAPSYSN1000642320251207,SYSN10006423,170500,84,211,0,20251207
SNAPSYSN1000642320251208,SYSN10006423,171800,83,212,1,20251208
SNAPSYSN1000642320251209,SYSN10006423,168500,83,213,1,20251209
SNAPSYSN1000642320251210,SYSN10006423,163300,84,213,0,20251210
SNAPSYSN1000642320251211,SYSN10006423,145400,83,214,1,20251211
SNAPSYSN1000642320251212,SYSN10006423,145400,83,215,1,20251212
SNAPSYSN1000642320251213,SYSN10006423,173300,83,216,1,20251213
SNAPSYSN1000642320251214,SYSN10006423,162700,83,217,1,20251214
SNAPSYSN1000642320251215,SYSN10006423,162600,83,218,1,20251215
SNAPSYSN1000642320251216,SYSN10006423,168300,82,220,2,20251216
SNAPSYSN1000642320251217,SYSN10006423,172100,84,220,0,20251217
SNAPSYSN1000642320251218,SYSN10006423,166900,84,220,0,20251218
SNAPSYSN1000642320251219,SYSN10006423,174200,84,220,0,20251219
SNAPSYSN1000642320251220,SYSN10006423,171100,84,220,0,20251220
SNAPSYSN1000642320251221,SYSN10006423,172200,84,220,0,20251221
SNAPSYSN1000642320251222,SYSN10006423,172700,84,220,0,20251222
SNAPSYSN1000642320251223,SYSN10006423,165400,83,221,1,20251223
SNAPSYSN1000642320251224,SYSN10006423,172400,83,222,1,20251224
SNAPSYSN1000642320251225,SYSN10006423,145400,83,223,1,20251225
SNAPSYSN1000642320251226,SYSN10006423,166800,84,223,0,20251226
SNAPSYSN1000642320251227,SYSN10006423,171300,83,224,1,20251227
SNAPSYSN1000642320251228,SYSN10006423,163700,83,225,1,20251228
SNAPSYSN1000642320251229,SYSN10006423,162600,84,225,0,20251229
SNAPSYSN1000642320251230,SYSN10006423,166400,84,225,0,20251230
SNAPSYSN1000642320251231,SYSN10006423,165700,83,226,1,20251231
SNAPSYSN1000674420251002,SYSN10006744,128900,101,1031,1,20251002
SNAPSYSN1000674420251003,SYSN10006744,127200,102,1031,0,20251003
SNAPSYSN1000674420251004,SYSN10006744,127800,102,1031,0,20251004
SNAPSYSN1000674420251005,SYSN10006744,130300,102,1031,0,20251005
SNAPSYSN1000674420251006,SYSN10006744,126700,101,1032,1,20251006
SNAPSYSN1000674420251007,SYSN10006744,131100,101,1033,1,20251007
SNAPSYSN1000674420251008,SYSN10006744,128000,100,1035,2,20251008
SNAPSYSN1000674420251009,SYSN10006744,111400,100,1037,2,20251009
SNAPSYSN1000674420251010,SYSN10006744,111400,101,1038,1,20251010
SNAPSYSN1000674420251011,SYSN10006744,130200,101,1039,1,20251011
SNAPSYSN1000674420251012,SYSN10006744,129500,102,1039,0,20251012
SNAPSYSN1000674420251013,SYSN10006744,127400,101,1040,1,20251013
SNAPSYSN1000674420251014,SYSN10006744,129600,102,1040,0,20251014
SNAPSYSN1000674420251015,SYSN10006744,129900,101,1041,1,20251015
SNAPSYSN1000674420251016,SYSN10006744,128300,100,1043,2,20251016
SNAPSYSN1000674420251017,SYSN10006744,126800,101,1044,1,20251017
SNAPSYSN1000674420251018,SYSN10006744,129800,101,1045,1,20251018
SNAPSYSN1000674420251019,SYSN10006744,133200,98,1049,4,20251019
SNAPSYSN1000674420251020,SYSN10006744,125900,100,1051,2,20251020
SNAPSYSN1000674420251021,SYSN10006744,130500,102,1051,0,20251021
SNAPSYSN1000674420251022,SYSN10006744,128600,98,1055,4,20251022
SNAPSYSN1000674420251023,SYSN10006744,131700,101,1056,1,20251023
SNAPSYSN1000674420251024,SYSN10006744,130300,101,1057,1,20251024
SNAPSYSN1000674420251025,SYSN10006744,132100,101,1058,1,20251025
SNAPSYSN1000674420251026,SYSN10006744,131900,102,1058,0,20251026
SNAPSYSN1000674420251027,SYSN10006744,128100,102,1058,0,20251027
SNAPSYSN1000674420251028,SYSN10006744,131800,102,1058,0,20251028
SNAPSYSN1000674420251029,SYSN10006744,131200,101,1059,1,20251029
SNAPSYSN1000674420251030,SYSN10006744,126000,100,1061,2,20251030
SNAPSYSN1000674420251031,SYSN10006744,132700,102,1061,0,20251031
SNAPSYSN1000674420251101,SYSN10006744,129100,102,1061,0,20251101
SNAPSYSN1000674420251102,SYSN10006744,133600,100,1063,2,20251102
SNAPSYSN1000674420251103,SYSN10006744,127000,102,1063,0,20251103
SNAPSYSN1000674420251104,SYSN10006744,130100,102,1063,0,20251104
SNAPSYSN1000674420251105,SYSN10006744,126000,102,1063,0,20251105
SNAPSYSN1000674420251106,SYSN10006744,129400,102,1063,0,20251106
SNAPSYSN1000674420251107,SYSN10006744,131600,101,1064,1,20251107
SNAPSYSN1000674420251108,SYSN10006744,128600,99,1067,3,20251108
