ma_giao_dich,ma_khach_hang,ma_san_pham,ngay_giao_dich,gia_tri_sau_giam,co_bat_thuong,phan_vi_25,phan_vi_75,khoang_tu_phan_vi
TX0010428251116011,CUS0010428,SYSN10006201,2025-11-16,1547600,0,565100.0,1511375.0,946275.0
TX0010428251129012,CUS0010428,SYSN10003190,2025-11-29,260100,0,276900.0,513700.0,236800.0
TX0010429231202000,CUS0010429,SYSN10006885,2023-12-02,1038700,0,1036525.0,2905125.0,1868600.0
TX0010429231204001,CUS0010429,SYSN10000817,2023-12-04,1508600,0,754900.0,1909200.0,1154300.0
TX0010429231206002,CUS0010429,SYSN10007723,2023-12-06,439800,0,548600.0,1091300.0,542700.0
TX0010429231208003,CUS0010429,SYSN10006972,2023-12-08,449400,0,566700.0,1458100.0,891400.0
TX0010430250217000,CUS0010430,SYSN10005176,2025-02-17,189400,1,108300.0,115600.0,7300.0
TX0010430251225001,CUS0010430,SYSN10001968,2025-12-25,73800,0,111400.0,188700.0,77300.0
TX0010431250731000,CUS0010431,SYSN10005463,2025-07-31,198600,0,234450.0,510550.0,276100.0
TX0010431251111002,CUS0010431,SYSN10005816,2025-11-11,108100,1,161800.0,185900.0,24100.0
TX0010432250605000,CUS0010432,SYSN10002389,2025-06-05,816400,0,806500.0,1705250.0,898750.0
TX0010432250630001,CUS0010432,SYSN10000980,2025-06-30,383300,0,308825.0,600750.0,291925.0
TX0010432251123003,CUS0010432,SYSN10002170,2025-11-23,429500,0,367500.0,801700.0,434200.0
TX0010433231204000,CUS0010433,SYSN10004794,2023-12-04,97700,0,94800.0,181600.0,86800.0
TX0010433231212001,CUS0010433,SYSN10003894,2023-12-12,106000,0,144250.0,208350.0,64100.0
TX0010434251223000,CUS0010434,SYSN10001360,2025-12-23,141100,0,132250.0,150750.0,18500.0
TX0010434251227001,CUS0010434,SYSN10004775,2025-12-27,118800,1,141100.0,153100.0,12000.0
TX0010435230419000,CUS0010435,SYSN10001579,2023-04-19,611600,0,623450.0,1738300.0,1114850.0
TX0010435230428001,CUS0010435,SYSN10005995,2023-04-28,568200,0,643300.0,1420750.0,777450.0
TX0010435230706002,CUS0010435,SYSN10006267,2023-07-06,2299200,0,727500.0,1536800.0,809300.0
TX0010435230910003,CUS0010435,SYSN10002827,2023-09-10,472800,0,501400.0,1393700.0,892300.0
TX0010435230911004,CUS0010435,SYSN10003244,2023-09-11,746400,0,801800.0,2216075.0,1414275.0
TX0010435230922005,CUS0010435,SYSN10007908,2023-09-22,1717100,0,578750.0,1252250.0,673500.0
TX0010435231024006,CUS0010435,SYSN10003415,2023-10-24,469000,0,549100.0,1163400.0,614300.0
TX0010435240114007,CUS0010435,SYSN10004304,2024-01-14,2387800,0,729100.0,1848750.0,1119650.0
TX0010435240208008,CUS0010435,SYSN10003431,2024-02-08,1984500,0,655900.0,1914900.0,1259000.0
TX0010435240307009,CUS0010435,SYSN10007951,2024-03-07,1450800,0,642500.0,1369400.0,726900.0
TX0010435240505010,CUS0010435,SYSN10002672,2024-05-05,507700,0,507700.0,1310400.0,802700.0
TX0010435240513011,CUS0010435,SYSN10005295,2024-05-13,2915700,1,738500.0,1539600.0,801100.0
TX0010435240628012,CUS0010435,SYSN10007934,2024-06-28,2013700,0,760500.0,1904400.0,1143900.0
TX0010435240820013,CUS0010435,SYSN10007971,2024-08-20,517200,0,523525.0,1437475.0,913950.0
TX0010435250202016,CUS0010435,SYSN10002414,2025-02-02,613000,0,558250.0,1635025.0,1076775.0
TX0010435250208017,CUS0010435,SYSN10000686,2025-02-08,2888500,1,546950.0,1223300.0,676350.0
TX0010435250524018,CUS0010435,SYSN10003611,2025-05-24,3891500,0,1323250.0,2811700.0,1488450.0
TX0010435250609019,CUS0010435,SYSN10000328,2025-06-09,548200,0,504700.0,1510800.0,1006100.0
TX0010435250615020,CUS0010435,SYSN10004254,2025-06-15,1484700,0,484100.0,1361200.0,877100.0
TX0010435250622021,CUS0010435,SYSN10004401,2025-06-22,2281200,0,544675.0,1447875.0,903200.0
TX0010435250908022,CUS0010435,SYSN10006491,2025-09-08,812500,0,1219200.0,3352500.0,2133300.0
TX0010435251017023,CUS0010435,SYSN10001751,2025-10-17,2772000,0,814800.0,1689000.0,874200.0
TX0010435251028024,CUS0010435,SYSN10000895,2025-10-28,425200,0,518575.0,1333600.0,815025.0
TX0010435251124025,CUS0010435,SYSN10000686,2025-11-24,1223800,0,546950.0,1223300.0,676350.0
TX0010435251227026,CUS0010435,SYSN10006123,2025-12-27,678100,0,671775.0,1466750.0,794975.0
TX0010436250802000,CUS0010436,SYSN10006513,2025-08-02,176900,0,179375.0,201675.0,22300.0
TX0010436251010001,CUS0010436,SYSN10001347,2025-10-10,165500,0,165500.0,176600.0,11100.0
TX0010437231203000,CUS0010437,SYSN10003641,2023-12-03,147100,0,146700.0,286600.0,139900.0
TX0010438230406000,CUS0010438,SYSN10001687,2023-04-06,72100,0,78100.0,146200.0,68100.0
TX0010439240909000,CUS0010439,SYSN10000766,2024-09-09,303800,0,363250.0,692825.0,329575.0
TX0010439241104001,CUS0010439,SYSN10001214,2024-11-04,131000,0,131000.0,137000.0,6000.0
TX0010439241130002,CUS0010439,SYSN10005902,2024-11-30,176100,0,144975.0,247000.0,102025.0
TX0010440241129000,CUS0010440,SYSN10001813,2024-11-29,635800,0,323300.0,668025.0,344725.0
TX0010440241228003,CUS0010440,SYSN10006220,2024-12-28,96200,1,115900.0,123700.0,7800.0
TX0010441250411000,CUS0010441,SYSN10002345,2025-04-11,628500,0,204375.0,499125.0,294750.0
TX0010441250424001,CUS0010441,SYSN10007607,2025-04-24,102500,0,91250.0,132525.0,41275.0
TX0010441250525002,CUS0010441,SYSN10001159,2025-05-25,397100,0,411950.0,782750.0,370800.0
TX0010441250603003,CUS0010441,SYSN10004606,2025-06-03,257400,0,223375.0,256450.0,33075.0
TX0010441250608004,CUS0010441,SYSN10003287,2025-06-08,245900,0,197600.0,261000.0,63400.0
TX0010441250615005,CUS0010441,SYSN10007912,2025-06-15,260100,0,260825.0,579625.0,318800.0
TX0010441250706006,CUS0010441,SYSN10002403,2025-07-06,1104900,0,362250.0,660300.0,298050.0
TX0010441250706007,CUS0010441,SYSN10003650,2025-07-06,216600,0,197600.0,356550.0,158950.0
TX0010441250707008,CUS0010441,SYSN10000992,2025-07-07,126600,0,124575.0,130050.0,5475.0
TX0010441251010009,CUS0010441,SYSN10001306,2025-10-10,183200,0,287800.0,565000.0,277200.0
TX0010441251128010,CUS0010441,SYSN10000346,2025-11-28,287800,1,122800.0,146300.0,23500.0
TX0010442231204000,CUS0010442,SYSN10002754,2023-12-04,856200,0,488550.0,1036800.0,548250.0
TX0010442231212001,CUS0010442,SYSN10002389,2023-12-12,685000,0,806500.0,1705250.0,898750.0
TX0010442231212002,CUS0010442,SYSN10000340,2023-12-12,599700,0,536000.0,1118400.0,582400.0
TX0010442231224003,CUS0010442,SYSN10002455,2023-12-24,3003000,0,664550.0,1773450.0,1108900.0
TX0010442231226004,CUS0010442,SYSN10004666,2023-12-26,1063400,0,537875.0,1589850.0,1051975.0
TX0010443250613000,CUS0010443,SYSN10007224,2025-06-13,427800,0,398300.0,846250.0,447950.0
TX0010443250809001,CUS0010443,SYSN10006585,2025-08-09,841700,0,809800.0,1731000.0,921200.0
TX0010443251009002,CUS0010443,SYSN10002967,2025-10-09,182200,0,360550.0,665000.0,304450.0
TX0010443251010003,CUS0010443,SYSN10003486,2025-10-10,295300,0,276000.0,765700.0,489700.0
TX0010444220818000,CUS0010444,SYSN10000645,2022-08-18,136000,0,136700.0,152750.0,16050.0
TX0010444230609001,CUS0010444,SYSN10006668,2023-06-09,564300,0,275250.0,563250.0,288000.0
TX0010444230920002,CUS0010444,SYSN10002240,2023-09-20,475300,0,464450.0,963650.0,499200.0
TX0010444231209003,CUS0010444,SYSN10002699,2023-12-09,361500,1,97600.0,127000.0,29400.0
TX0010444231213004,CUS0010444,SYSN10006240,2023-12-13,199200,0,107550.0,220450.0,112900.0
TX0010444240401005,CUS0010444,SYSN10006016,2024-04-01,353400,0,112375.0,222675.0,110300.0
TX0010444240506006,CUS0010444,SYSN10005221,2024-05-06,205200,0,123150.0,343400.0,220250.0
TX0010444240511007,CUS0010444,SYSN10005642,2024-05-11,469800,1,215300.0,254700.0,39400.0
TX0010444250730008,CUS0010444,SYSN10004968,2025-07-30,106500,0,115100.0,132300.0,17200.0
TX0010444251010009,CUS0010444,SYSN10006129,2025-10-10,135800,0,121250.0,133875.0,12625.0
TX0010444251221010,CUS0010444,SYSN10002161,2025-12-21,108500,0,81175.0,151575.0,70400.0
TX0010445241111000,CUS0010445,SYSN10000499,2024-11-11,482400,0,408950.0,826550.0,417600.0
TX0010445241113001,CUS0010445,SYSN10004355,2024-11-13,531800,0,506450.0,1227725.0,721275.0
TX0010445241129002,CUS0010445,SYSN10005441,2024-11-29,253500,0,280375.0,576750.0,296375.0
TX0010445241203003,CUS0010445,SYSN10003430,2024-12-03,1012400,0,599675.0,1451900.0,852225.0
TX0010445241221004,CUS0010445,SYSN10006468,2024-12-21,545800,0,262925.0,509325.0,246400.0
TX0010445241224005,CUS0010445,SYSN10000670,2024-12-24,899400,0,279650.0,631700.0,352050.0
TX0010445250206006,CUS0010445,SYSN10005995,2025-02-06,1145100,0,643300.0,1420750.0,777450.0
TX0010445250622007,CUS0010445,SYSN10005944,2025-06-22,612400,0,421500.0,717000.0,295500.0
TX0010445250709008,CUS0010445,SYSN10005188,2025-07-09,398700,0,354650.0,754925.0,400275.0
TX0010445250728009,CUS0010445,SYSN10001211,2025-07-28,368900,0,318425.0,372275.0,53850.0
TX0010445250909010,CUS0010445,SYSN10001167,2025-09-09,596900,0,570350.0,1449750.0,879400.0
TX0010445250914011,CUS0010445,SYSN10005195,2025-09-14,404400,0,393800.0,701450.0,307650.0
TX0010445251128012,CUS0010445,SYSN10005676,2025-11-28,278500,0,311225.0,666750.0,355525.0
TX0010446251119000,CUS0010446,SYSN10007494,2025-11-19,64100,0,67600.0,74600.0,7000.0
TX0010447250413000,CUS0010447,SYSN10004894,2025-04-13,460200,0,225700.0,432250.0,206550.0
TX0010447250807001,CUS0010447,SYSN10005234,2025-08-07,189000,0,115600.0,238400.0,122800.0
TX0010447251118002,CUS0010447,SYSN10002824,2025-11-18,203200,0,194425.0,213300.0,18875.0
TX0010448231212000,CUS0010448,SYSN10001957,2023-12-12,157900,0,106925.0,147350.0,40425.0
TX0010448240607001,CUS0010448,SYSN10003050,2024-06-07,213000,0,170050.0,313600.0,143550.0
TX0010448250420002,CUS0010448,SYSN10004682,2025-04-20,589200,1,183200.0,191500.0,8300.0
TX0010448250818003,CUS0010448,SYSN10007953,2025-08-18,52400,0,44900.0,49900.0,5000.0
TX0010449250225000,CUS0010449,SYSN10003816,2025-02-25,945400,0,420125.0,912500.0,492375.0
TX0010449250416001,CUS0010449,SYSN10007485,2025-04-16,1311000,0,418500.0,875600.0,457100.0
TX0010449250906002,CUS0010449,SYSN10007948,2025-09-06,815400,0,364225.0,805775.0,441550.0
TX0010449251103003,CUS0010449,SYSN10000201,2025-11-03,321800,0,301450.0,577275.0,275825.0
TX0010450250910000,CUS0010450,SYSN10007616,2025-09-10,431200,0,214050.0,324850.0,110800.0
TX0010451230606000,CUS0010451,SYSN10002067,2023-06-06,382100,0,377625.0,735700.0,358075.0
TX0010451230918002,CUS0010451,SYSN10001755,2023-09-18,883600,0,420750.0,875150.0,454400.0
TX0010451240422003,CUS0010451,SYSN10007412,2024-04-22,970900,0,1010250.0,2912250.0,1902000.0
TX0010451241112004,CUS0010451,SYSN10001025,2024-11-12,922800,0,314850.0,683550.0,368700.0
TX0010451241212006,CUS0010451,SYSN10004562,2024-12-12,312400,0,284200.0,574800.0,290600.0
TX0010451250912009,CUS0010451,SYSN10004351,2025-09-12,2753400,0,1369800.0,3579650.0,2209850.0
TX0010451251110011,CUS0010451,SYSN10001698,2025-11-10,503900,0,508075.0,1253850.0,745775.0
TX0010451251127012,CUS0010451,SYSN10001981,2025-11-27,356400,0,339400.0,938300.0,598900.0
TX0010452220306000,CUS0010452,SYSN10001345,2022-03-06,541400,0,563925.0,1454475.0,890550.0
TX0010452220405001,CUS0010452,SYSN10002876,2022-04-05,1947900,0,649250.0,1804825.0,1155575.0
TX0010452220525002,CUS0010452,SYSN10005323,2022-05-25,2486000,1,570800.0,1229200.0,658400.0
TX0010452230110003,CUS0010452,SYSN10002455,2023-01-10,701400,0,664550.0,1773450.0,1108900.0
TX0010452230111004,CUS0010452,SYSN10007586,2023-01-11,886100,0,524250.0,1483350.0,959100.0
TX0010452230508005,CUS0010452,SYSN10007041,2023-05-08,1619100,0,520400.0,1371100.0,850700.0
TX0010452230921006,CUS0010452,SYSN10004401,2023-09-21,919500,0,544675.0,1447875.0,903200.0
TX0010452231122008,CUS0010452,SYSN10004351,2023-11-22,3615900,0,1369800.0,3579650.0,2209850.0
TX0010452231201009,CUS0010452,SYSN10003430,2023-12-01,2119000,0,599675.0,1451900.0,852225.0
TX0010452231211010,CUS0010452,SYSN10002401,2023-12-11,270100,0,517600.0,1095000.0,577400.0
TX0010452240128011,CUS0010452,SYSN10001774,2024-01-28,509800,0,511650.0,1385175.0,873525.0
TX0010452240626012,CUS0010452,SYSN10005154,2024-06-26,669100,0,685450.0,1833700.0,1148250.0
TX0010452240929013,CUS0010452,SYSN10002876,2024-09-29,2628800,0,649250.0,1804825.0,1155575.0
TX0010452241123014,CUS0010452,SYSN10000574,2024-11-23,500700,0,510550.0,1284500.0,773950.0
TX0010452241219015,CUS0010452,SYSN10002389,2024-12-19,1512000,0,806500.0,1705250.0,898750.0
TX0010453250808001,CUS0010453,SYSN10003521,2025-08-08,512300,0,357800.0,645000.0,287200.0
TX0010453251018002,CUS0010453,SYSN10003253,2025-10-18,509000,0,473400.0,1308700.0,835300.0
TX0010453251203003,CUS0010453,SYSN10000624,2025-12-03,275000,0,324250.0,660550.0,336300.0
TX0010454251228001,CUS0010454,SYSN10007324,2025-12-28,147300,0,157500.0,389100.0,231600.0
TX0010454251228002,CUS0010454,SYSN10001903,2025-12-28,239600,0,117750.0,188800.0,71050.0
TX0010454251230003,CUS0010454,SYSN10000422,2025-12-30,115300,0,127700.0,284000.0,156300.0
TX0010455240808000,CUS0010455,SYSN10005374,2024-08-08,34200,1,44325.0,50575.0,6250.0
TX0010457250313000,CUS0010457,SYSN10007645,2025-03-13,207700,0,115900.0,212800.0,96900.0
TX0010457250412001,CUS0010457,SYSN10007660,2025-04-12,285400,0,276900.0,640400.0,363500.0
TX0010457250508002,CUS0010457,SYSN10007848,2025-05-08,100400,0,108550.0,160350.0,51800.0
TX0010457250630004,CUS0010457,SYSN10004539,2025-06-30,76800,1,122375.0,145875.0,23500.0
TX0010457250721005,CUS0010457,SYSN10001379,2025-07-21,296000,1,137800.0,145900.0,8100.0
TX0010457250904006,CUS0010457,SYSN10000081,2025-09-04,145400,0,142300.0,149525.0,7225.0
TX0010457250906007,CUS0010457,SYSN10006080,2025-09-06,143400,0,132800.0,165900.0,33100.0
TX0010457251015008,CUS0010457,SYSN10000810,2025-10-15,229600,0,161750.0,216550.0,54800.0
TX0010457251111009,CUS0010457,SYSN10000679,2025-11-11,772000,0,370900.0,692500.0,321600.0
TX0010457251211010,CUS0010457,SYSN10005192,2025-12-11,63200,0,83250.0,112075.0,28825.0
TX0010458250701000,CUS0010458,SYSN10004533,2025-07-01,121600,0,114925.0,127475.0,12550.0
TX0010458251028001,CUS0010458,SYSN10003311,2025-10-28,350000,1,142750.0,174700.0,31950.0
TX0010459241201000,CUS0010459,SYSN10000002,2024-12-01,335200,0,165100.0,302575.0,137475.0
TX0010459241212001,CUS0010459,SYSN10004692,2024-12-12,41700,0,70550.0,128250.0,57700.0
TX0010460251111000,CUS0010460,SYSN10000987,2025-11-11,91900,0,220200.0,346000.0,125800.0
TX0010460251124002,CUS0010460,SYSN10001971,2025-11-24,77700,0,55300.0,79650.0,24350.0
TX0010460251201003,CUS0010460,SYSN10001393,2025-12-01,127500,0,110425.0,128625.0,18200.0
TX0010461231104000,CUS0010461,SYSN10004218,2023-11-04,359000,1,170000.0,190100.0,20100.0
TX0010462241231000,CUS0010462,SYSN10004615,2024-12-31,859800,0,387675.0,826950.0,439275.0
TX0010462250401001,CUS0010462,SYSN10003726,2025-04-01,570000,0,287775.0,622800.0,335025.0
TX0010462250720003,CUS0010462,SYSN10004858,2025-07-20,145100,0,133850.0,174300.0,40450.0
TX0010463251003000,CUS0010463,SYSN10002171,2025-10-03,318500,0,359400.0,725000.0,365600.0
TX0010463251011001,CUS0010463,SYSN10001919,2025-10-11,127700,0,141200.0,289525.0,148325.0
TX0010463251025002,CUS0010463,SYSN10000051,2025-10-25,133800,0,104100.0,126900.0,22800.0
TX0010463251028003,CUS0010463,SYSN10005481,2025-10-28,452100,1,134550.0,219400.0,84850.0
TX0010463251102004,CUS0010463,SYSN10001952,2025-11-02,218300,0,110900.0,218300.0,107400.0
TX0010463251116005,CUS0010463,SYSN10005437,2025-11-16,240000,0,95100.0,166500.0,71400.0
TX0010463251129006,CUS0010463,SYSN10006693,2025-11-29,332500,0,286200.0,618600.0,332400.0
TX0010463251215007,CUS0010463,SYSN10002681,2025-12-15,327300,0,290100.0,610300.0,320200.0
TX0010463251222008,CUS0010463,SYSN10005752,2025-12-22,111400,0,113675.0,207525.0,93850.0
TX0010463251224009,CUS0010463,SYSN10003577,2025-12-24,224200,0,106750.0,227300.0,120550.0
TX0010463251227010,CUS0010463,SYSN10005094,2025-12-27,353400,0,172325.0,345025.0,172700.0
TX0010464251111000,CUS0010464,SYSN10005427,2025-11-11,62000,1,145600.0,171700.0,26100.0
TX0010465221004000,CUS0010465,SYSN10007469,2022-10-04,1295800,0,628500.0,1722900.0,1094400.0
TX0010465221110001,CUS0010465,SYSN10001579,2022-11-10,344500,0,623450.0,1738300.0,1114850.0
TX0010465230128003,CUS0010465,SYSN10004946,2023-01-28,606600,0,304700.0,585800.0,281100.0
TX0010465230423004,CUS0010465,SYSN10002706,2023-04-23,562700,0,540425.0,1464725.0,924300.0
TX0010465231006005,CUS0010465,SYSN10001312,2023-10-06,354600,0,355300.0,762800.0,407500.0
TX0010465240409006,CUS0010465,SYSN10003310,2024-04-09,1358200,0,682700.0,1517050.0,834350.0
TX0010465240812008,CUS0010465,SYSN10000272,2024-08-12,884400,0,267125.0,587225.0,320100.0
TX0010467230319000,CUS0010467,SYSN10007024,2023-03-19,128700,0,101900.0,129400.0,27500.0
TX0010467230510001,CUS0010467,SYSN10004935,2023-05-10,216400,0,194400.0,295600.0,101200.0
TX0010467241218003,CUS0010467,SYSN10000390,2024-12-18,161800,0,147900.0,291600.0,143700.0
TX0010468251130000,CUS0010468,SYSN10006786,2025-11-30,95400,0,99500.0,166500.0,67000.0
TX0010468251219001,CUS0010468,SYSN10003387,2025-12-19,176100,0,137850.0,258475.0,120625.0
TX0010469241204000,CUS0010469,SYSN10003500,2024-12-04,245100,0,233600.0,310700.0,77100.0
TX0010469241217001,CUS0010469,SYSN10006731,2024-12-17,84600,0,39975.0,81275.0,41300.0
TX0010470231212000,CUS0010470,SYSN10003938,2023-12-12,328700,0,346325.0,805600.0,459275.0
TX0010470231214001,CUS0010470,SYSN10000924,2023-12-14,268700,0,181250.0,281800.0,100550.0
TX0010471250719000,CUS0010471,SYSN10005580,2025-07-19,176000,0,157425.0,186725.0,29300.0
TX0010471251011001,CUS0010471,SYSN10001360,2025-10-11,151600,0,132250.0,150750.0,18500.0
TX0010472221208000,CUS0010472,SYSN10000615,2022-12-08,254400,0,254400.0,484700.0,230300.0
TX0010472231205001,CUS0010472,SYSN10003842,2023-12-05,837900,1,380825.0,540725.0,159900.0
TX0010473251204000,CUS0010473,SYSN10007318,2025-12-04,109400,0,100625.0,109100.0,8475.0
TX0010473251207001,CUS0010473,SYSN10002343,2025-12-07,207800,0,99475.0,192275.0,92800.0
TX0010473251212002,CUS0010473,SYSN10000577,2025-12-12,219000,0,169850.0,311425.0,141575.0
TX0010473251230003,CUS0010473,SYSN10006648,2025-12-30,553500,0,522700.0,1229950.0,707250.0
TX0010473251231004,CUS0010473,SYSN10001061,2025-12-31,213000,0,104600.0,183800.0,79200.0
TX0010474250709000,CUS0010474,SYSN10004434,2025-07-09,106800,0,106800.0,199300.0,92500.0
TX0010474251229001,CUS0010474,SYSN10007638,2025-12-29,410900,0,133575.0,316100.0,182525.0
TX0010475240807000,CUS0010475,SYSN10001858,2024-08-07,95600,1,126625.0,144150.0,17525.0
TX0010475240827001,CUS0010475,SYSN10001033,2024-08-27,448200,0,155775.0,338900.0,183125.0
TX0010475240916002,CUS0010475,SYSN10000185,2024-09-16,202500,0,176950.0,387750.0,210800.0
TX0010475241222003,CUS0010475,SYSN10006149,2024-12-22,210800,0,174500.0,470575.0,296075.0
TX0010476251212000,CUS0010476,SYSN10007163,2025-12-12,200100,0,142075.0,271275.0,129200.0
TX0010476251230001,CUS0010476,SYSN10003239,2025-12-30,248900,0,244750.0,263150.0,18400.0
TX0010477250323000,CUS0010477,SYSN10007747,2025-03-23,724800,0,200300.0,415100.0,214800.0
TX0010478230917000,CUS0010478,SYSN10002311,2023-09-17,292500,0,95400.0,196300.0,100900.0
TX0010479250514000,CUS0010479,SYSN10001687,2025-05-14,131200,0,78100.0,146200.0,68100.0
TX0010479250626001,CUS0010479,SYSN10003496,2025-06-26,597300,0,165750.0,369750.0,204000.0
TX0010479250813002,CUS0010479,SYSN10003507,2025-08-13,115500,0,82150.0,114000.0,31850.0
TX0010480241101000,CUS0010480,SYSN10007703,2024-11-01,266800,0,266800.0,307300.0,40500.0
TX0010480241209001,CUS0010480,SYSN10003746,2024-12-09,155100,0,163050.0,317300.0,154250.0
TX0010480250715002,CUS0010480,SYSN10004893,2025-07-15,197900,0,114875.0,202025.0,87150.0
TX0010480251031004,CUS0010480,SYSN10002113,2025-10-31,226700,0,213200.0,445800.0,232600.0
TX0010481250321001,CUS0010481,SYSN10004514,2025-03-21,176100,0,146400.0,224425.0,78025.0
TX0010482231111000,CUS0010482,SYSN10004762,2023-11-11,92600,1,162700.0,189650.0,26950.0
TX0010482231115001,CUS0010482,SYSN10002692,2023-11-15,459900,0,510000.0,1075600.0,565600.0
TX0010482240331002,CUS0010482,SYSN10006208,2024-03-31,239400,0,111675.0,242650.0,130975.0
TX0010482240827003,CUS0010482,SYSN10004074,2024-08-27,760000,0,344500.0,660875.0,316375.0
TX0010482241010004,CUS0010482,SYSN10002992,2024-10-10,204400,0,351675.0,771300.0,419625.0
TX0010482241104005,CUS0010482,SYSN10006002,2024-11-04,118800,0,104600.0,119000.0,14400.0
TX0010482250110006,CUS0010482,SYSN10000029,2025-01-10,177700,0,164575.0,324875.0,160300.0
TX0010482250316007,CUS0010482,SYSN10002282,2025-03-16,610600,0,299200.0,610600.0,311400.0
TX0010482250318008,CUS0010482,SYSN10004140,2025-03-18,326100,0,337925.0,689575.0,351650.0
TX0010482250426009,CUS0010482,SYSN10004783,2025-04-26,99600,0,78275.0,127775.0,49500.0
TX0010482250630010,CUS0010482,SYSN10002878,2025-06-30,170600,0,120600.0,170600.0,50000.0
TX0010483250629000,CUS0010483,SYSN10005082,2025-06-29,197200,0,135025.0,210225.0,75200.0
TX0010483250630001,CUS0010483,SYSN10000514,2025-06-30,60400,0,112450.0,220050.0,107600.0
TX0010483250702002,CUS0010483,SYSN10003297,2025-07-02,176600,0,175600.0,179400.0,3800.0
TX0010483250831004,CUS0010483,SYSN10000865,2025-08-31,135100,0,75525.0,137050.0,61525.0
TX0010483250909005,CUS0010483,SYSN10007826,2025-09-09,184900,0,393900.0,827000.0,433100.0
TX0010483250910006,CUS0010483,SYSN10006911,2025-09-10,136800,0,119700.0,156100.0,36400.0
TX0010483251110007,CUS0010483,SYSN10000633,2025-11-10,46900,1,98700.0,109100.0,10400.0
TX0010483251114008,CUS0010483,SYSN10000891,2025-11-14,1446400,0,506475.0,1075850.0,569375.0
TX0010483251201009,CUS0010483,SYSN10000622,2025-12-01,253300,0,242200.0,271600.0,29400.0
TX0010483251218010,CUS0010483,SYSN10001399,2025-12-18,586900,0,541750.0,1585300.0,1043550.0
TX0010484251128001,CUS0010484,SYSN10007930,2025-11-28,1105400,0,541025.0,1451650.0,910625.0
TX0010484251231003,CUS0010484,SYSN10002399,2025-12-31,243400,0,255650.0,269900.0,14250.0
TX0010484251231004,CUS0010484,SYSN10002027,2025-12-31,609000,1,172900.0,197200.0,24300.0
TX0010485250331000,CUS0010485,SYSN10004401,2025-03-31,1963800,0,544675.0,1447875.0,903200.0
TX0010485250520001,CUS0010485,SYSN10000369,2025-05-20,1375800,0,643075.0,1878975.0,1235900.0
TX0010485250604002,CUS0010485,SYSN10005120,2025-06-04,511200,0,507300.0,1489400.0,982100.0
TX0010485251014004,CUS0010485,SYSN10000894,2025-10-14,1170700,0,601400.0,1466775.0,865375.0
TX0010485251111006,CUS0010485,SYSN10005295,2025-11-11,732600,0,738500.0,1539600.0,801100.0
TX0010485251211007,CUS0010485,SYSN10004320,2025-12-11,990100,0,582050.0,1446600.0,864550.0
TX0010485251223008,CUS0010485,SYSN10001167,2025-12-23,1224200,0,570350.0,1449750.0,879400.0
TX0010486251201000,CUS0010486,SYSN10006990,2025-12-01,161600,0,98750.0,196300.0,97550.0
TX0010486251220001,CUS0010486,SYSN10005288,2025-12-20,88400,0,88050.0,94000.0,5950.0
TX0010487250708000,CUS0010487,SYSN10006810,2025-07-08,103300,0,101000.0,156000.0,55000.0
TX0010487250720001,CUS0010487,SYSN10000963,2025-07-20,290000,0,141100.0,279350.0,138250.0
TX0010487250822002,CUS0010487,SYSN10004923,2025-08-22,407500,0,407675.0,852500.0,444825.0
TX0010487250911003,CUS0010487,SYSN10004820,2025-09-11,828900,1,281200.0,294250.0,13050.0
TX0010487250926004,CUS0010487,SYSN10006127,2025-09-26,152500,0,120025.0,300125.0,180100.0
TX0010487251010005,CUS0010487,SYSN10005782,2025-10-10,108200,1,230200.0,271800.0,41600.0
TX0010487251013006,CUS0010487,SYSN10001077,2025-10-13,535700,0,506250.0,1469550.0,963300.0
TX0010487251029007,CUS0010487,SYSN10002703,2025-10-29,217700,0,206100.0,409300.0,203200.0
TX0010487251110008,CUS0010487,SYSN10005161,2025-11-10,79300,0,122800.0,310475.0,187675.0
TX0010487251208009,CUS0010487,SYSN10000974,2025-12-08,227600,0,105450.0,197225.0,91775.0
TX0010488231204000,CUS0010488,SYSN10006885,2023-12-04,3266100,0,1036525.0,2905125.0,1868600.0
TX0010488231211001,CUS0010488,SYSN10002663,2023-12-11,449500,0,619550.0,1296750.0,677200.0
TX0010488231212002,CUS0010488,SYSN10005334,2023-12-12,695800,0,659750.0,1398400.0,738650.0
TX0010488231221003,CUS0010488,SYSN10002706,2023-12-21,1911500,0,540425.0,1464725.0,924300.0
TX0010488231231004,CUS0010488,SYSN10003558,2023-12-31,884500,0,523900.0,1484300.0,960400.0
TX0010489240703000,CUS0010489,SYSN10006881,2024-07-03,820600,0,303000.0,621300.0,318300.0
TX0010489240717001,CUS0010489,SYSN10005656,2024-07-17,263300,0,303300.0,477850.0,174550.0
TX0010489241004002,CUS0010489,SYSN10000293,2024-10-04,120000,0,120350.0,209300.0,88950.0
TX0010489250223003,CUS0010489,SYSN10005241,2025-02-23,393200,1,131000.0,192200.0,61200.0
TX0010489250307004,CUS0010489,SYSN10004384,2025-03-07,727000,0,400450.0,816700.0,416250.0
TX0010489250328005,CUS0010489,SYSN10005893,2025-03-28,86700,0,100125.0,109150.0,9025.0
TX0010489250527006,CUS0010489,SYSN10001568,2025-05-27,495400,0,301525.0,511000.0,209475.0
