khoa_ngay,ngay_day_du,nam,quy,thang,tuan,ngay,ten_thang,ten_thu,la_cuoi_tuan
20240616,2024-06-16,2024,2,6,24,16,June,Sunday,1
20240617,2024-06-17,2024,2,6,25,17,June,Monday,0
20240618,2024-06-18,2024,2,6,25,18,June,Tuesday,0
20240619,2024-06-19,2024,2,6,25,19,June,Wednesday,0
20240620,2024-06-20,2024,2,6,25,20,June,Thursday,0
20240621,2024-06-21,2024,2,6,25,21,June,Friday,0
20240622,2024-06-22,2024,2,6,25,22,June,Saturday,1
20240623,2024-06-23,2024,2,6,25,23,June,Sunday,1
20240624,2024-06-24,2024,2,6,26,24,June,Monday,0
20240625,2024-06-25,2024,2,6,26,25,June,Tuesday,0
20240626,2024-06-26,2024,2,6,26,26,June,Wednesday,0
20240627,2024-06-27,2024,2,6,26,27,June,Thursday,0
20240628,2024-06-28,2024,2,6,26,28,June,Friday,0
20240629,2024-06-29,2024,2,6,26,29,June,Saturday,1
20240630,2024-06-30,2024,2,6,26,30,June,Sunday,1
20240701,2024-07-01,2024,3,7,27,1,July,Monday,0
20240702,2024-07-02,2024,3,7,27,2,July,Tuesday,0
20240703,2024-07-03,2024,3,7,27,3,July,Wednesday,0
20240704,2024-07-04,2024,3,7,27,4,July,Thursday,0
20240705,2024-07-05,2024,3,7,27,5,July,Friday,0
20240706,2024-07-06,2024,3,7,27,6,July,Saturday,1
20240707,2024-07-07,2024,3,7,27,7,July,Sunday,1
20240708,2024-07-08,2024,3,7,28,8,July,Monday,0
20240709,2024-07-09,2024,3,7,28,9,July,Tuesday,0
20240710,2024-07-10,2024,3,7,28,10,July,Wednesday,0
20240711,2024-07-11,2024,3,7,28,11,July,Thursday,0
20240712,2024-07-12,2024,3,7,28,12,July,Friday,0
20240713,2024-07-13,2024,3,7,28,13,July,Saturday,1
20240714,2024-07-14,2024,3,7,28,14,July,Sunday,1
20240715,2024-07-15,2024,3,7,29,15,July,Monday,0
20240716,2024-07-16,2024,3,7,29,16,July,Tuesday,0
20240717,2024-07-17,2024,3,7,29,17,July,Wednesday,0
20240718,2024-07-18,2024,3,7,29,18,July,Thursday,0
20240719,2024-07-19,2024,3,7,29,19,July,Friday,0
20240720,2024-07-20,2024,3,7,29,20,July,Saturday,1
20240721,2024-07-21,2024,3,7,29,21,July,Sunday,1
20240722,2024-07-22,2024,3,7,30,22,July,Monday,0
20240723,2024-07-23,2024,3,7,30,23,July,Tuesday,0
20240724,2024-07-24,2024,3,7,30,24,July,Wednesday,0
20240725,2024-07-25,2024,3,7,30,25,July,Thursday,0
20240726,2024-07-26,2024,3,7,30,26,July,Friday,0
20240727,2024-07-27,2024,3,7,30,27,July,Saturday,1
20240728,2024-07-28,2024,3,7,30,28,July,Sunday,1
20240729,2024-07-29,2024,3,7,31,29,July,Monday,0
20240730,2024-07-30,2024,3,7,31,30,July,Tuesday,0
20240731,2024-07-31,2024,3,7,31,31,July,Wednesday,0
20240801,2024-08-01,2024,3,8,31,1,August,Thursday,0
20240802,2024-08-02,2024,3,8,31,2,August,Friday,0
20240803,2024-08-03,2024,3,8,31,3,August,Saturday,1
20240804,2024-08-04,2024,3,8,31,4,August,Sunday,1
20240805,2024-08-05,2024,3,8,32,5,August,Monday,0
20240806,2024-08-06,2024,3,8,32,6,August,Tuesday,0
20240807,2024-08-07,2024,3,8,32,7,August,Wednesday,0
20240808,2024-08-08,2024,3,8,32,8,August,Thursday,0
20240809,2024-08-09,2024,3,8,32,9,August,Friday,0
20240810,2024-08-10,2024,3,8,32,10,August,Saturday,1
20240811,2024-08-11,2024,3,8,32,11,August,Sunday,1
20240812,2024-08-12,2024,3,8,33,12,August,Monday,0
20240813,2024-08-13,2024,3,8,33,13,August,Tuesday,0
20240814,2024-08-14,2024,3,8,33,14,August,Wednesday,0
20240815,2024-08-15,2024,3,8,33,15,August,Thursday,0
20240816,2024-08-16,2024,3,8,33,16,August,Friday,0
20240817,2024-08-17,2024,3,8,33,17,August,Saturday,1
20240818,2024-08-18,2024,3,8,33,18,August,Sunday,1
20240819,2024-08-19,2024,3,8,34,19,August,Monday,0
20240820,2024-08-20,2024,3,8,34,20,August,Tuesday,0
20240821,2024-08-21,2024,3,8,34,21,August,Wednesday,0
20240822,2024-08-22,2024,3,8,34,22,August,Thursday,0
20240823,2024-08-23,2024,3,8,34,23,August,Friday,0
20240824,2024-08-24,2024,3,8,34,24,August,Saturday,1
20240825,2024-08-25,2024,3,8,34,25,August,Sunday,1
20240826,2024-08-26,2024,3,8,35,26,August,Monday,0
20240827,2024-08-27,2024,3,8,35,27,August,Tuesday,0
20240828,2024-08-28,2024,3,8,35,28,August,Wednesday,0
20240829,2024-08-29,2024,3,8,35,29,August,Thursday,0
20240830,2024-08-30,2024,3,8,35,30,August,Friday,0
20240831,2024-08-31,2024,3,8,35,31,August,Saturday,1
20240901,2024-09-01,2024,3,9,35,1,September,Sunday,1
20240902,2024-09-02,2024,3,9,36,2,September,Monday,0
20240903,2024-09-03,2024,3,9,36,3,September,Tuesday,0
20240904,2024-09-04,2024,3,9,36,4,September,Wednesday,0
20240905,2024-09-05,2024,3,9,36,5,September,Thursday,0
20240906,2024-09-06,2024,3,9,36,6,September,Friday,0
20240907,2024-09-07,2024,3,9,36,7,September,Saturday,1
20240908,2024-09-08,2024,3,9,36,8,September,Sunday,1
20240909,2024-09-09,2024,3,9,37,9,September,Monday,0
20240910,2024-09-10,2024,3,9,37,10,September,Tuesday,0
20240911,2024-09-11,2024,3,9,37,11,September,Wednesday,0
20240912,2024-09-12,2024,3,9,37,12,September,Thursday,0
20240913,2024-09-13,2024,3,9,37,13,September,Friday,0
20240914,2024-09-14,2024,3,9,37,14,September,Saturday,1
20240915,2024-09-15,2024,3,9,37,15,September,Sunday,1
20240916,2024-09-16,2024,3,9,38,16,September,Monday,0
20240917,2024-09-17,2024,3,9,38,17,September,Tuesday,0
20240918,2024-09-18,2024,3,9,38,18,September,Wednesday,0
20240919,2024-09-19,2024,3,9,38,19,September,Thursday,0
20240920,2024-09-20,2024,3,9,38,20,September,Friday,0
20240921,2024-09-21,2024,3,9,38,21,September,Saturday,1
20240922,2024-09-22,2024,3,9,38,22,September,Sunday,1
20240923,2024-09-23,2024,3,9,39,23,September,Monday,0
20240924,2024-09-24,2024,3,9,39,24,September,Tuesday,0
20240925,2024-09-25,2024,3,9,39,25,September,Wednesday,0
20240926,2024-09-26,2024,3,9,39,26,September,Thursday,0
20240927,2024-09-27,2024,3,9,39,27,September,Friday,0
20240928,2024-09-28,2024,3,9,39,28,September,Saturday,1
20240929,2024-09-29,2024,3,9,39,29,September,Sunday,1
20240930,2024-09-30,2024,3,9,40,30,September,Monday,0
20241001,2024-10-01,2024,4,10,40,1,October,Tuesday,0
20241002,2024-10-02,2024,4,10,40,2,October,Wednesday,0
20241003,2024-10-03,2024,4,10,40,3,October,Thursday,0
20241004,2024-10-04,2024,4,10,40,4,October,Friday,0
20241005,2024-10-05,2024,4,10,40,5,October,Saturday,1
20241006,2024-10-06,2024,4,10,40,6,October,Sunday,1
20241007,2024-10-07,2024,4,10,41,7,October,Monday,0
20241008,2024-10-08,2024,4,10,41,8,October,Tuesday,0
20241009,2024-10-09,2024,4,10,41,9,October,Wednesday,0
20241010,2024-10-10,2024,4,10,41,10,October,Thursday,0
20241011,2024-10-11,2024,4,10,41,11,October,Friday,0
20241012,2024-10-12,2024,4,10,41,12,October,Saturday,1
20241013,2024-10-13,2024,4,10,41,13,October,Sunday,1
20241014,2024-10-14,2024,4,10,42,14,October,Monday,0
20241015,2024-10-15,2024,4,10,42,15,October,Tuesday,0
20241016,2024-10-16,2024,4,10,42,16,October,Wednesday,0
20241017,2024-10-17,2024,4,10,42,17,October,Thursday,0
20241018,2024-10-18,2024,4,10,42,18,October,Friday,0
20241019,2024-10-19,2024,4,10,42,19,October,Saturday,1
20241020,2024-10-20,2024,4,10,42,20,October,Sunday,1
20241021,2024-10-21,2024,4,10,43,21,October,Monday,0
20241022,2024-10-22,2024,4,10,43,22,October,Tuesday,0
20241023,2024-10-23,2024,4,10,43,23,October,Wednesday,0
20241024,2024-10-24,2024,4,10,43,24,October,Thursday,0
20241025,2024-10-25,2024,4,10,43,25,October,Friday,0
20241026,2024-10-26,2024,4,10,43,26,October,Saturday,1
20241027,2024-10-27,2024,4,10,43,27,October,Sunday,1
20241028,2024-10-28,2024,4,10,44,28,October,Monday,0
20241029,2024-10-29,2024,4,10,44,29,October,Tuesday,0
20241030,2024-10-30,2024,4,10,44,30,October,Wednesday,0
20241031,2024-10-31,2024,4,10,44,31,October,Thursday,0
20241101,2024-11-01,2024,4,11,44,1,November,Friday,0
20241102,2024-11-02,2024,4,11,44,2,November,Saturday,1
20241103,2024-11-03,2024,4,11,44,3,November,Sunday,1
20241104,2024-11-04,2024,4,11,45,4,November,Monday,0
20241105,2024-11-05,2024,4,11,45,5,November,Tuesday,0
20241106,2024-11-06,2024,4,11,45,6,November,Wednesday,0
20241107,2024-11-07,2024,4,11,45,7,November,Thursday,0
20241108,2024-11-08,2024,4,11,45,8,November,Friday,0
20241109,2024-11-09,2024,4,11,45,9,November,Saturday,1
20241110,2024-11-10,2024,4,11,45,10,November,Sunday,1
20241111,2024-11-11,2024,4,11,46,11,November,Monday,0
20241112,2024-11-12,2024,4,11,46,12,November,Tuesday,0
20241113,2024-11-13,2024,4,11,46,13,November,Wednesday,0
20241114,2024-11-14,2024,4,11,46,14,November,Thursday,0
20241115,2024-11-15,2024,4,11,46,15,November,Friday,0
20241116,2024-11-16,2024,4,11,46,16,November,Saturday,1
20241117,2024-11-17,2024,4,11,46,17,November,Sunday,1
20241118,2024-11-18,2024,4,11,47,18,November,Monday,0
20241119,2024-11-19,2024,4,11,47,19,November,Tuesday,0
20241120,2024-11-20,2024,4,11,47,20,November,Wednesday,0
20241121,2024-11-21,2024,4,11,47,21,November,Thursday,0
20241122,2024-11-22,2024,4,11,47,22,November,Friday,0
20241123,2024-11-23,2024,4,11,47,23,November,Saturday,1
20241124,2024-11-24,2024,4,11,47,24,November,Sunday,1
20241125,2024-11-25,2024,4,11,48,25,November,Monday,0
20241126,2024-11-26,2024,4,11,48,26,November,Tuesday,0
20241127,2024-11-27,2024,4,11,48,27,November,Wednesday,0
20241128,2024-11-28,2024,4,11,48,28,November,Thursday,0
20241129,2024-11-29,2024,4,11,48,29,November,Friday,0
20241130,2024-11-30,2024,4,11,48,30,November,Saturday,1
20241201,2024-12-01,2024,4,12,48,1,December,Sunday,1
20241202,2024-12-02,2024,4,12,49,2,December,Monday,0
20241203,2024-12-03,2024,4,12,49,3,December,Tuesday,0
20241204,2024-12-04,2024,4,12,49,4,December,Wednesday,0
20241205,2024-12-05,2024,4,12,49,5,December,Thursday,0
20241206,2024-12-06,2024,4,12,49,6,December,Friday,0
20241207,2024-12-07,2024,4,12,49,7,December,Saturday,1
20241208,2024-12-08,2024,4,12,49,8,December,Sunday,1
20241209,2024-12-09,2024,4,12,50,9,December,Monday,0
20241210,2024-12-10,2024,4,12,50,10,December,Tuesday,0
20241211,2024-12-11,2024,4,12,50,11,December,Wednesday,0
20241212,2024-12-12,2024,4,12,50,12,December,Thursday,0
20241213,2024-12-13,2024,4,12,50,13,December,Friday,0
20241214,2024-12-14,2024,4,12,50,14,December,Saturday,1
20241215,2024-12-15,2024,4,12,50,15,December,Sunday,1
20241216,2024-12-16,2024,4,12,51,16,December,Monday,0
20241217,2024-12-17,2024,4,12,51,17,December,Tuesday,0
20241218,2024-12-18,2024,4,12,51,18,December,Wednesday,0
20241219,2024-12-19,2024,4,12,51,19,December,Thursday,0
20241220,2024-12-20,2024,4,12,51,20,December,Friday,0
20241221,2024-12-21,2024,4,12,51,21,December,Saturday,1
20241222,2024-12-22,2024,4,12,51,22,December,Sunday,1
20241223,2024-12-23,2024,4,12,52,23,December,Monday,0
20241224,2024-12-24,2024,4,12,52,24,December,Tuesday,0
20241225,2024-12-25,2024,4,12,52,25,December,Wednesday,0
20241226,2024-12-26,2024,4,12,52,26,December,Thursday,0
20241227,2024-12-27,2024,4,12,52,27,December,Friday,0
20241228,2024-12-28,2024,4,12,52,28,December,Saturday,1
20241229,2024-12-29,2024,4,12,52,29,December,Sunday,1
20241230,2024-12-30,2024,4,12,1,30,December,Monday,0
20241231,2024-12-31,2024,4,12,1,31,December,Tuesday,0
20250101,2025-01-01,2025,1,1,1,1,January,Wednesday,0
20250102,2025-01-02,2025,1,1,1,2,January,Thursday,0
20250103,2025-01-03,2025,1,1,1,3,January,Friday,0
20250104,2025-01-04,2025,1,1,1,4,January,Saturday,1
20250105,2025-01-05,2025,1,1,1,5,January,Sunday,1
20250106,2025-01-06,2025,1,1,2,6,January,Monday,0
20250107,2025-01-07,2025,1,1,2,7,January,Tuesday,0
20250108,2025-01-08,2025,1,1,2,8,January,Wednesday,0
20250109,2025-01-09,2025,1,1,2,9,January,Thursday,0
20250110,2025-01-10,2025,1,1,2,10,January,Friday,0
20250111,2025-01-11,2025,1,1,2,11,January,Saturday,1
20250112,2025-01-12,2025,1,1,2,12,January,Sunday,1
20250113,2025-01-13,2025,1,1,3,13,January,Monday,0
20250114,2025-01-14,2025,1,1,3,14,January,Tuesday,0
20250115,2025-01-15,2025,1,1,3,15,January,Wednesday,0
20250116,2025-01-16,2025,1,1,3,16,January,Thursday,0
20250117,2025-01-17,2025,1,1,3,17,January,Friday,0
20250118,2025-01-18,2025,1,1,3,18,January,Saturday,1
20250119,2025-01-19,2025,1,1,3,19,January,Sunday,1
20250120,2025-01-20,2025,1,1,4,20,January,Monday,0
20250121,2025-01-21,2025,1,1,4,21,January,Tuesday,0
20250122,2025-01-22,2025,1,1,4,22,January,Wednesday,0
20250123,2025-01-23,2025,1,1,4,23,January,Thursday,0
20250124,2025-01-24,2025,1,1,4,24,January,Friday,0
20250125,2025-01-25,2025,1,1,4,25,January,Saturday,1
20250126,2025-01-26,2025,1,1,4,26,January,Sunday,1
20250127,2025-01-27,2025,1,1,5,27,January,Monday,0
20250128,2025-01-28,2025,1,1,5,28,January,Tuesday,0
20250129,2025-01-29,2025,1,1,5,29,January,Wednesday,0
20250130,2025-01-30,2025,1,1,5,30,January,Thursday,0
20250131,2025-01-31,2025,1,1,5,31,January,Friday,0
20250201,2025-02-01,2025,1,2,5,1,February,Saturday,1
20250202,2025-02-02,2025,1,2,5,2,February,Sunday,1
20250203,2025-02-03,2025,1,2,6,3,February,Monday,0
20250204,2025-02-04,2025,1,2,6,4,February,Tuesday,0
20250205,2025-02-05,2025,1,2,6,5,February,Wednesday,0
20250206,2025-02-06,2025,1,2,6,6,February,Thursday,0
20250207,2025-02-07,2025,1,2,6,7,February,Friday,0
20250208,2025-02-08,2025,1,2,6,8,February,Saturday,1
20250209,2025-02-09,2025,1,2,6,9,February,Sunday,1
20250210,2025-02-10,2025,1,2,7,10,February,Monday,0
20250211,2025-02-11,2025,1,2,7,11,February,Tuesday,0
20250212,2025-02-12,2025,1,2,7,12,February,Wednesday,0
20250213,2025-02-13,2025,1,2,7,13,February,Thursday,0
20250214,2025-02-14,2025,1,2,7,14,February,Friday,0
20250215,2025-02-15,2025,1,2,7,15,February,Saturday,1
20250216,2025-02-16,2025,1,2,7,16,February,Sunday,1
20250217,2025-02-17,2025,1,2,8,17,February,Monday,0
20250218,2025-02-18,2025,1,2,8,18,February,Tuesday,0
20250219,2025-02-19,2025,1,2,8,19,February,Wednesday,0
20250220,2025-02-20,2025,1,2,8,20,February,Thursday,0
20250221,2025-02-21,2025,1,2,8,21,February,Friday,0
20250222,2025-02-22,2025,1,2,8,22,February,Saturday,1
20250223,2025-02-23,2025,1,2,8,23,February,Sunday,1
20250224,2025-02-24,2025,1,2,9,24,February,Monday,0
20250225,2025-02-25,2025,1,2,9,25,February,Tuesday,0
20250226,2025-02-26,2025,1,2,9,26,February,Wednesday,0
20250227,2025-02-27,2025,1,2,9,27,February,Thursday,0
20250228,2025-02-28,2025,1,2,9,28,February,Friday,0
20250301,2025-03-01,2025,1,3,9,1,March,Saturday,1
20250302,2025-03-02,2025,1,3,9,2,March,Sunday,1
20250303,2025-03-03,2025,1,3,10,3,March,Monday,0
20250304,2025-03-04,2025,1,3,10,4,March,Tuesday,0
20250305,2025-03-05,2025,1,3,10,5,March,Wednesday,0
20250306,2025-03-06,2025,1,3,10,6,March,Thursday,0
20250307,2025-03-07,2025,1,3,10,7,March,Friday,0
20250308,2025-03-08,2025,1,3,10,8,March,Saturday,1
20250309,2025-03-09,2025,1,3,10,9,March,Sunday,1
20250310,2025-03-10,2025,1,3,11,10,March,Monday,0
20250311,2025-03-11,2025,1,3,11,11,March,Tuesday,0
20250312,2025-03-12,2025,1,3,11,12,March,Wednesday,0
20250313,2025-03-13,2025,1,3,11,13,March,Thursday,0
20250314,2025-03-14,2025,1,3,11,14,March,Friday,0
20250315,2025-03-15,2025,1,3,11,15,March,Saturday,1
20250316,2025-03-16,2025,1,3,11,16,March,Sunday,1
20250317,2025-03-17,2025,1,3,12,17,March,Monday,0
20250318,2025-03-18,2025,1,3,12,18,March,Tuesday,0
20250319,2025-03-19,2025,1,3,12,19,March,Wednesday,0
20250320,2025-03-20,2025,1,3,12,20,March,Thursday,0
20250321,2025-03-21,2025,1,3,12,21,March,Friday,0
20250322,2025-03-22,2025,1,3,12,22,March,Saturday,1
20250323,2025-03-23,2025,1,3,12,23,March,Sunday,1
20250324,2025-03-24,2025,1,3,13,24,March,Monday,0
20250325,2025-03-25,2025,1,3,13,25,March,Tuesday,0
20250326,2025-03-26,2025,1,3,13,26,March,Wednesday,0
20250327,2025-03-27,2025,1,3,13,27,March,Thursday,0
20250328,2025-03-28,2025,1,3,13,28,March,Friday,0
20250329,2025-03-29,2025,1,3,13,29,March,Saturday,1
20250330,2025-03-30,2025,1,3,13,30,March,Sunday,1
20250331,2025-03-31,2025,1,3,14,31,March,Monday,0
20250401,2025-04-01,2025,2,4,14,1,April,Tuesday,0
20250402,2025-04-02,2025,2,4,14,2,April,Wednesday,0
20250403,2025-04-03,2025,2,4,14,3,April,Thursday,0
20250404,2025-04-04,2025,2,4,14,4,April,Friday,0
20250405,2025-04-05,2025,2,4,14,5,April,Saturday,1
20250406,2025-04-06,2025,2,4,14,6,April,Sunday,1
20250407,2025-04-07,2025,2,4,15,7,April,Monday,0
20250408,2025-04-08,2025,2,4,15,8,April,Tuesday,0
20250409,2025-04-09,2025,2,4,15,9,April,Wednesday,0
20250410,2025-04-10,2025,2,4,15,10,April,Thursday,0
20250411,2025-04-11,2025,2,4,15,11,April,Friday,0
20250412,2025-04-12,2025,2,4,15,12,April,Saturday,1
20250413,2025-04-13,2025,2,4,15,13,April,Sunday,1
20250414,2025-04-14,2025,2,4,16,14,April,Monday,0
20250415,2025-04-15,2025,2,4,16,15,April,Tuesday,0
20250416,2025-04-16,2025,2,4,16,16,April,Wednesday,0
20250417,2025-04-17,2025,2,4,16,17,April,Thursday,0
20250418,2025-04-18,2025,2,4,16,18,April,Friday,0
20250419,2025-04-19,2025,2,4,16,19,April,Saturday,1
20250420,2025-04-20,2025,2,4,16,20,April,Sunday,1
20250421,2025-04-21,2025,2,4,17,21,April,Monday,0
20250422,2025-04-22,2025,2,4,17,22,April,Tuesday,0
20250423,2025-04-23,2025,2,4,17,23,April,Wednesday,0
20250424,2025-04-24,2025,2,4,17,24,April,Thursday,0
20250425,2025-04-25,2025,2,4,17,25,April,Friday,0
20250426,2025-04-26,2025,2,4,17,26,April,Saturday,1
20250427,2025-04-27,2025,2,4,17,27,April,Sunday,1
20250428,2025-04-28,2025,2,4,18,28,April,Monday,0
20250429,2025-04-29,2025,2,4,18,29,April,Tuesday,0
20250430,2025-04-30,2025,2,4,18,30,April,Wednesday,0
20250501,2025-05-01,2025,2,5,18,1,May,Thursday,0
20250502,2025-05-02,2025,2,5,18,2,May,Friday,0
20250503,2025-05-03,2025,2,5,18,3,May,Saturday,1
20250504,2025-05-04,2025,2,5,18,4,May,Sunday,1
20250505,2025-05-05,2025,2,5,19,5,May,Monday,0
20250506,2025-05-06,2025,2,5,19,6,May,Tuesday,0
20250507,2025-05-07,2025,2,5,19,7,May,Wednesday,0
20250508,2025-05-08,2025,2,5,19,8,May,Thursday,0
20250509,2025-05-09,2025,2,5,19,9,May,Friday,0
20250510,2025-05-10,2025,2,5,19,10,May,Saturday,1
20250511,2025-05-11,2025,2,5,19,11,May,Sunday,1
20250512,2025-05-12,2025,2,5,20,12,May,Monday,0
20250513,2025-05-13,2025,2,5,20,13,May,Tuesday,0
20250514,2025-05-14,2025,2,5,20,14,May,Wednesday,0
20250515,2025-05-15,2025,2,5,20,15,May,Thursday,0
20250516,2025-05-16,2025,2,5,20,16,May,Friday,0
20250517,2025-05-17,2025,2,5,20,17,May,Saturday,1
20250518,2025-05-18,2025,2,5,20,18,May,Sunday,1
20250519,2025-05-19,2025,2,5,21,19,May,Monday,0
20250520,2025-05-20,2025,2,5,21,20,May,Tuesday,0
20250521,2025-05-21,2025,2,5,21,21,May,Wednesday,0
20250522,2025-05-22,2025,2,5,21,22,May,Thursday,0
20250523,2025-05-23,2025,2,5,21,23,May,Friday,0
20250524,2025-05-24,2025,2,5,21,24,May,Saturday,1
20250525,2025-05-25,2025,2,5,21,25,May,Sunday,1
20250526,2025-05-26,2025,2,5,22,26,May,Monday,0
20250527,2025-05-27,2025,2,5,22,27,May,Tuesday,0
20250528,2025-05-28,2025,2,5,22,28,May,Wednesday,0
20250529,2025-05-29,2025,2,5,22,29,May,Thursday,0
20250530,2025-05-30,2025,2,5,22,30,May,Friday,0
20250531,2025-05-31,2025,2,5,22,31,May,Saturday,1
20250601,2025-06-01,2025,2,6,22,1,June,Sunday,1
20250602,2025-06-02,2025,2,6,23,2,June,Monday,0
20250603,2025-06-03,2025,2,6,23,3,June,Tuesday,0
20250604,2025-06-04,2025,2,6,23,4,June,Wednesday,0
20250605,2025-06-05,2025,2,6,23,5,June,Thursday,0
20250606,2025-06-06,2025,2,6,23,6,June,Friday,0
20250607,2025-06-07,2025,2,6,23,7,June,Saturday,1
20250608,2025-06-08,2025,2,6,23,8,June,Sunday,1
20250609,2025-06-09,2025,2,6,24,9,June,Monday,0
20250610,2025-06-10,2025,2,6,24,10,June,Tuesday,0
20250611,2025-06-11,2025,2,6,24,11,June,Wednesday,0
20250612,2025-06-12,2025,2,6,24,12,June,Thursday,0
20250613,2025-06-13,2025,2,6,24,13,June,Friday,0
20250614,2025-06-14,2025,2,6,24,14,June,Saturday,1
20250615,2025-06-15,2025,2,6,24,15,June,Sunday,1
20250616,2025-06-16,2025,2,6,25,16,June,Monday,0
20250617,2025-06-17,2025,2,6,25,17,June,Tuesday,0
20250618,2025-06-18,2025,2,6,25,18,June,Wednesday,0
20250619,2025-06-19,2025,2,6,25,19,June,Thursday,0
20250620,2025-06-20,2025,2,6,25,20,June,Friday,0
20250621,2025-06-21,2025,2,6,25,21,June,Saturday,1
20250622,2025-06-22,2025,2,6,25,22,June,Sunday,1
20250623,2025-06-23,2025,2,6,26,23,June,Monday,0
20250624,2025-06-24,2025,2,6,26,24,June,Tuesday,0
20250625,2025-06-25,2025,2,6,26,25,June,Wednesday,0
20250626,2025-06-26,2025,2,6,26,26,June,Thursday,0
20250627,2025-06-27,2025,2,6,26,27,June,Friday,0
20250628,2025-06-28,2025,2,6,26,28,June,Saturday,1
20250629,2025-06-29,2025,2,6,26,29,June,Sunday,1
20250630,2025-06-30,2025,2,6,27,30,June,Monday,0
20250701,2025-07-01,2025,3,7,27,1,July,Tuesday,0
20250702,2025-07-02,2025,3,7,27,2,July,Wednesday,0
20250703,2025-07-03,2025,3,7,27,3,July,Thursday,0
20250704,2025-07-04,2025,3,7,27,4,July,Friday,0
20250705,2025-07-05,2025,3,7,27,5,July,Saturday,1
20250706,2025-07-06,2025,3,7,27,6,July,Sunday,1
20250707,2025-07-07,2025,3,7,28,7,July,Monday,0
20250708,2025-07-08,2025,3,7,28,8,July,Tuesday,0
20250709,2025-07-09,2025,3,7,28,9,July,Wednesday,0
20250710,2025-07-10,2025,3,7,28,10,July,Thursday,0
20250711,2025-07-11,2025,3,7,28,11,July,Friday,0
20250712,2025-07-12,2025,3,7,28,12,July,Saturday,1
20250713,2025-07-13,2025,3,7,28,13,July,Sunday,1
20250714,2025-07-14,2025,3,7,29,14,July,Monday,0
20250715,2025-07-15,2025,3,7,29,15,July,Tuesday,0
20250716,2025-07-16,2025,3,7,29,16,July,Wednesday,0
20250717,2025-07-17,2025,3,7,29,17,July,Thursday,0
20250718,2025-07-18,2025,3,7,29,18,July,Friday,0
20250719,2025-07-19,2025,3,7,29,19,July,Saturday,1
20250720,2025-07-20,2025,3,7,29,20,July,Sunday,1
20250721,2025-07-21,2025,3,7,30,21,July,Monday,0
20250722,2025-07-22,2025,3,7,30,22,July,Tuesday,0
20250723,2025-07-23,2025,3,7,30,23,July,Wednesday,0
20250724,2025-07-24,2025,3,7,30,24,July,Thursday,0
20250725,2025-07-25,2025,3,7,30,25,July,Friday,0
20250726,2025-07-26,2025,3,7,30,26,July,Saturday,1
20250727,2025-07-27,2025,3,7,30,27,July,Sunday,1
20250728,2025-07-28,2025,3,7,31,28,July,Monday,0
20250729,2025-07-29,2025,3,7,31,29,July,Tuesday,0
20250730,2025-07-30,2025,3,7,31,30,July,Wednesday,0
20250731,2025-07-31,2025,3,7,31,31,July,Thursday,0
20250801,2025-08-01,2025,3,8,31,1,August,Friday,0
20250802,2025-08-02,2025,3,8,31,2,August,Saturday,1
20250803,2025-08-03,2025,3,8,31,3,August,Sunday,1
20250804,2025-08-04,2025,3,8,32,4,August,Monday,0
20250805,2025-08-05,2025,3,8,32,5,August,Tuesday,0
20250806,2025-08-06,2025,3,8,32,6,August,Wednesday,0
20250807,2025-08-07,2025,3,8,32,7,August,Thursday,0
20250808,2025-08-08,2025,3,8,32,8,August,Friday,0
20250809,2025-08-09,2025,3,8,32,9,August,Saturday,1
20250810,2025-08-10,2025,3,8,32,10,August,Sunday,1
20250811,2025-08-11,2025,3,8,33,11,August,Monday,0
20250812,2025-08-12,2025,3,8,33,12,August,Tuesday,0
20250813,2025-08-13,2025,3,8,33,13,August,Wednesday,0
20250814,2025-08-14,2025,3,8,33,14,August,Thursday,0
20250815,2025-08-15,2025,3,8,33,15,August,Friday,0
20250816,2025-08-16,2025,3,8,33,16,August,Saturday,1
20250817,2025-08-17,2025,3,8,33,17,August,Sunday,1
20250818,2025-08-18,2025,3,8,34,18,August,Monday,0
20250819,2025-08-19,2025,3,8,34,19,August,Tuesday,0
20250820,2025-08-20,2025,3,8,34,20,August,Wednesday,0
20250821,2025-08-21,2025,3,8,34,21,August,Thursday,0
20250822,2025-08-22,2025,3,8,34,22,August,Friday,0
20250823,2025-08-23,2025,3,8,34,23,August,Saturday,1
20250824,2025-08-24,2025,3,8,34,24,August,Sunday,1
20250825,2025-08-25,2025,3,8,35,25,August,Monday,0
20250826,2025-08-26,2025,3,8,35,26,August,Tuesday,0
20250827,2025-08-27,2025,3,8,35,27,August,Wednesday,0
20250828,2025-08-28,2025,3,8,35,28,August,Thursday,0
20250829,2025-08-29,2025,3,8,35,29,August,Friday,0
20250830,2025-08-30,2025,3,8,35,30,August,Saturday,1
20250831,2025-08-31,2025,3,8,35,31,August,Sunday,1
20250901,2025-09-01,2025,3,9,36,1,September,Monday,0
20250902,2025-09-02,2025,3,9,36,2,September,Tuesday,0
20250903,2025-09-03,2025,3,9,36,3,September,Wednesday,0
20250904,2025-09-04,2025,3,9,36,4,September,Thursday,0
20250905,2025-09-05,2025,3,9,36,5,September,Friday,0
20250906,2025-09-06,2025,3,9,36,6,September,Saturday,1
20250907,2025-09-07,2025,3,9,36,7,September,Sunday,1
